id,text,humor_rating
5327,I told my wife she should embrace her mistakes... She gave me a hug.,3.35
5612,genie: what is your first wish me: i wish i could change anybody's name assbaby: what is your second wish,2.17
6920,"After my recent prostate exam, which, I must say, was the most thorough I've ever had, the doctor left and the nurse came in. As she shut the door, she asked me a question I didn't want to hear. She said... ""Who was that guy who just left?""",2.94
2591,"My wife likes it when I blow air on her when she's hot, but honestly...I'm not a fan.",2.55
4389,Why can't a nose be 12 inches? Because then it would be a foot.,2.8
7118,"My girl caught me blowing my dick with the air dryer, and asked what I was doing. Apparently, ""Heating your dinner"" wasn't a good answer.",2.45
4550,My mate sold me a guitar for ¬£5... No strings attached haha,2.1
916,"I don't envy mama birds for how they have to feed their babies, but the pushing them out of the nest part sounds fun.",2.58
6311,me: [robbing a bank] ok everybody hands in the air everyone: [puts hands up] me: [already mad with power] one hop this time,2.7
1672,How do Vikings send secret messages? Norse code.,2.79
2201,The main reason I've joined so many religious cults is because I have a hard time turning down a refreshing cup of Kool-Aid.,2.5
3452,"What is 32% black, 45% white... ...gets lit up and changes to blue and red at night? Chicago.",1.79
1139,"[Driving] My wife: Hey, you missed a right. Me: Thanks babe. You Mrs Right.",1.84
125,"So I heard ladies like bad boys. Lucky for them, I'm bad at everything",2.65
476,How did 1940's German Men pick up Jewish Girls With a broom and a dustpan,1.2
2193,"I promise you, if you came to one Mexican party... racism would end!",1.33
323,Welcome to your forties. Your eyebrows are now bushy enough you can see them without using a mirror.,2.06
7455,"Did you guys hear about the girl that had three vaginas? She kept getting fucked left, right and centre.",1.8
4988,Statistics show that vegetarians live on average ten years longer than meat eaters. Ten long miserable years.,3.0
7037,The hot blonde walked up to the bartender and asked for a double entendre... The bartender gave it to her.,1.1
7548,"""Y dnt u Muslims tell ISIS to stop"" Ok hold up *pulls out iphone* ""Yo ISIS habibi,its me plz stop"" ISIS:""ok habibi sorry,shisha tonight?""",1.11
1182,"Being the funniest person on Facebook is like being the fastest runner at the paralympics. You win, but you're still retarded.",2.2
5842,"So, you don't trust a doctor to stitch you up? Fine. Suture self.",3.32
2240,What did the drunker muslim say to the drunk muslim? I'm Mohammad than you,2.1
4060,What do you call a superhero with a bad sense of direction? Wander woman.,1.95
852,I deleted all the German contacts out of my phone... now its Hans free,2.55
14,"When you march the streets shouting with people it's civil disobedience, but do it drunk by yourself and it's an involuntary 72-hour hold",2.16
2211,I once took a girl to Starbucks because I forgot her name.,2.11
3114,I go to the doctor and he asks for a stool sample. I pull out a small chair from my bag. The doctor yells at me for wasting his time and kicks me out of his office. I go home still not knowing why I'm shitting furniture. My nightmare continues.,3.25
6495,How does a black woman fight crime? By having an abortion,1.58
5185,"Wife: [watching the news] oh God, did you see Petsmart got robbed?! Me: [loud barks coming from all 19 pockets of my parachute pants] nope",2.3
2026,columbus: is this india native american: you're india wrong place lol columbus: haha native american: for real tho,2.11
4075,"I like how we say ""vegan"" now instead of ""eating disorder"".",1.53
7180,Apparently they're making a remake of the Never Ending Story. It starts with a Man asking a Woman how her day was...,2.17
1010,Pro-tip: do not go Christmas caroling in a Stand Your Ground state.,1.47
6520,"""I'm arresting you for carrying a knife"" said the Police officer. 'Is it 'cos I is black?"" I replied ""No"" replied the Policeman ""what makes you think that?"" ""Cos I'm in ma own kitchen and I've just taken it out of the dishwasher""",1.7
38,Anybody that eats Tide pods is an idiot. They could go to Costco and get the generic brand for half the price.,2.95
3292,What's the difference between a politician and a flying pig? The letter F.,2.9
7243,I was sacked from the ice cream factory today. It was because I'll only work on two sundaes a month.,3.16
4577,"God: ""At least I didn't get FAT."" Buddha: ""At least I didn't get CRUCIFIED.""",2.8
2747,"I ran out of cereal today, so instead I poured milk on a bowl of bbq chips. It wasnt good, but I ate it anyway because breakfast is important",1.94
2697,I'd like to invent a line of cleaning products that does a good job and also sounds satanic. -the inventor of dirt devil,2.26
2958,"Having kids takes up most of a parent's energy. But no matter how exhausted my wife and I are, we always make sure to set some time aside to get together and argue about who is more tired.",2.76
1168,My 6 yr old just asked if I'm a happy wife.. her cover is blown I think she might be working for the other side,2.05
7058,I fucked an arthritic woman yesterday. What a cracker.,1.85
3753,LION TAMER: I'm a lion tamer. LION: For now.,2.44
7399,Why do golf announcers whisper? Because they don't want to wake up the people watching.,2.55
1317,"I like how Werther's thought it was necessary specify their candies are the originals, as if other companies were copying their disgusting old person candies.",2.25
2181,When applying for new jobs state under illnesses and disabilities that you have narcolepsy and Tourettes. Not only can you sleep on the job but if anybody tries to wake you up you can tell them to fuck off.,2.65
1228,The best way to understand what it's like to be Canadian is to walk a kilometre in their snowshoes.,2.06
5529,A black man is speeding down the motorway and he dies. How? He sticks his head out of the window and his lips beat him to death.,1.16
7896,I asked my best friend if he was gay or not. I never got a straight answer.,2.7
3406,All out of clean spoons so I guess I'll just eat this fat free yogurt with my gun.,0.82
2882,"My girlfriend had a sexual fantasy to roleplay as a 14 year old in bed. I think it's pretty gross. Besides, she'll be 14 in 2 years anyway.",1.95
4754,"In Mexico, the KKK is known as the What What What.",2.28
6577,"Me: Officer, are you actually crying while you're writing me a speeding ticket? Officer: It was a moving violation",2.85
5556,Weird. I've been hitting this wasp's nest with a wiffle ball bat for about five minutes and noth- ok I gotta go,2.65
1704,What do you call a Christian who visits shrines? A roamin' Catholic. ROFL,2.0
158,It's hard following a clown act My girlfriend dated a clown before we started going together. I've got some pretty big shoes to fill.,2.55
2308,Over the weekend I took my wife to the theatre to see a performance that was all about puns. It was a play on words.,3.0
6195,"Did you hear about the girl so in love, she'd rather blow her boyfriend than go out shoe shopping? Talk about head over heels!",2.85
4168,"In an effort to be sexier for my wife, I figured I'd pluck 60% of my chest hair... 3 of the 5.",1.8
1923,"Mocked for being dyslexic? Been there, done that, got the tree shit.",1.71
1727,"My girlfriend asked if I was Happy to be fair, she always gets us dwarves confused",2.05
1205,"Latest entry in my Gratitude Journal: ""The Altoids people didn't go into the suppository business.""",2.11
6402,I'm so excited to finally get a dad bod It's the first time I've ever had a father figure,2.9
1811,"They say the Verizon guy switched to Sprint but if you watch the commercial he mouths the words: 'Verizon, I'm sorry, they have my family.'",2.42
5164,What does a blonde owl say? Why!,1.7
4257,Doctor: Do you want to hear the good news or the bad news? Patient: 'Good news please.' Doctor: 'We're naming a disease after you.',2.65
1117,"The collective noun for kangaroos is a ""troop"". What is the collective noun for cars? A lot.",1.89
1437,"I like how you're allowed to have 100 cows, but if you have 20 cats people think you're weird. Double standard.",2.44
7740,I took a poll the other day. Turns out 100% of people get angry when their tents fall down.,2.47
2487,What is the best way to stop a politician? A really strong gust of wind.,1.6
2771,"I've decided to start spelling ""eggs"" with only one ""g"" to conserve ""g's"" and reduce my carbon footprint. Everything little bit helps.",2.0
2028,What do you call a Mexican dessert that won't sink? Flanboyant,1.5
6314,"Girlfriend: Did you fix the dishwasher? Me: Yup *girlfriend opens dishwasher revealing a monkey covered in bubbles, holding a scrub brush*",2.2
6901,I once won a fight that was five against one. We really kicked the shit out of that guy.,2.59
7988,What do you call the testicles of a peacock? His peanuts,2.63
5852,I saw a poor old lady fall over today on the sidewalk! At least I presume she was poor - she only had $1.20 in her purse.,2.53
289,Which branch of the United States military is the most patriotic? The Air Force; they're US AF,2.53
3546,"What's brown, black and blue and lays at the bottom of a ditch? A brunette that's told one too many blonde jokes.",2.15
5737,"With cell phone alarm clocks, there's never been an easier time in the history of mankind for waking up in the morning... yet I somehow still manage to be late for work every morning",2.5
3115,How do you know if someone is hitchhiking or maybe just complimenting you on your driving?,2.26
6471,"Not to brag, but I have this weird talent in guessing what's inside a wrapped present. It's a gift.",2.53
5090,Why did the raging alcoholic throw his wife off a cliff? Tequila,2.0
965,My 1-year-old refused to wear her shoes and carried them around instead. She can barely walk and she's already the drunk girl at the party.,2.21
5365,"WHEN SOMETHING BAD HAPPENS TO SOMEONE I LIKE: This universe is a cruel and random place. There is no cosmic justice. WHEN SOMETHING BAD HAPPENS TO SOMEONE I DON'T LIKE: Karma strikes again, baby!!!",2.35
5864,Yo Mama'a so fat that when she goes to New York people say: That's one Big Apple.,1.9
2335,"A man sees a lady with big tits. He asks, ""Can I bite your tits for $1000?"" She agrees, so they go to an alley. She opens her blouse and the man puts his face in her tits for 10 minutes. Eventually the lady asks, ""Aren't you gonna bite them?"" He replies, ""No, it's too expensive.""",2.26
5122,What do you call a black person on the moon? A problem What do you call all black people on the moon? A solution,1.75
56,The most unbelievable part about Sesame Street (a show with an 8 foot bird) is that there is only one grouch in the whole neighborhood.,2.89
5262,How can you tell that your waitress is having a bad day? She has a tampon behind her ear and she can't find her pencil.,2.5
6727,Why is crucified Jesus always depicted with six pack abs? He did CrossFit.,2.68
369,"Before going to the hairdressers my wife asked me ""What cut do you think would make me more attractive"" ""A fucking power cut"".... was apparently was the wrong answer!",1.25
5265,My two favorite things about Easter morning are (1) hiding the eggs and (2) the looks on my kids' faces when the snakes start to hatch.,2.35
2436,Her: At least invite me out to dinner. Him: I don't go out with married women. Her: But I'm your wife. Him: I make no exceptions.,3.0
7347,genie: i will grant you any wish me: i wish soup was spelled like soop genie: [frowning] no,2.37
622,"I've been writing a joke about the whites, blacks and asians... But it's a bit racey.",2.85
4278,The Beirut explosion just shows how badly covid is affecting the world. Even the terrorists are working from home.,2.0
370,I love when they drop the ball in Times Square. It's a nice reminder of what I did all year.,2.95
3281,"No, Grandma. Still not married; but the lady in the Popeye's Chicken commercials keeps calling me ""Honey"" so we'll see where that goes.",2.3
1282,How do you know if an Italian person is mute? When you see he has no hands.,1.95
7765,Just got the perfect tool for making a good indian flat bread. It's a naan stick pan.,2.33
6190,What do a nearsighted gynecologist and a healthy dog have in common? 84% of their dna,0.95
658,"America is a country where half the money is spent buying food, and the other half is spent trying to lose weight. Fucking idiots.",2.44
3646,This tweet is just a humblebrag that I can spell 'cantaloupe.',1.65
2784,Why did Sally fall of the swing? She had no arms. Knock knock (Reader says who's there) Not Sally.,1.75
6333,Why was Abraham Lincoln never put in jail? Because he was in a cent.,2.6
6089,What do you call a cheap hooker's snatch? Death Valley.,1.63
6113,"no doggystyle, no reverse cowboy... only midnight sky",1.6
1732,me: [rushing to a flipped over car] oh my god are you okay white girl: save-[cough] save the ukelele,2.18
6380,"If you sing in the shower, and no one is around to hear it, is it still horrible?",2.41
748,"The benefits of drinking more water include having to go to the bathroom more where you can be on your phone in peace, and that's it.",2.21
5435,What do you call a fat girl with a rape whistle? Optimistic,2.25
3273,Yo mama's so fat when she turns around they throw her a welcome back party.,2.45
6903,My wife and I laugh at how competitive we are. But I laugh more.,3.6
400,This is an unbelievable statistic: 18% of all statistics are falsely inflated 106% of the time.,2.3
7314,"Guys are like “they/them” is too confusing, but then are experts at Settlers of Catan.",1.81
4187,It's so hot out I keep dunking my head into my relationship with my father.,1.37
1721,The most unrealistic part of action movies is where the hero puts his kids to bed and they go to sleep right away.,2.68
3537,What do my wife and my math teacher have in common? They both love to create problems that I am apparently supposed to solve.,2.6
1601,"A Midget Walked Past Me On The Sidewalk Today Wearing A Shirt That Said ""I Hate Black People"" ...I thought to myself ""Well damn- thats a little racist.",3.0
5392,My grandfather died because the report said he had Type-A blood Unfortunately it was a Type-O,2.47
6544,"After I was arrested, my ex-wife decided to hang a picture of my mugshot on the wall in her living room. But she still won't admit she framed me.",3.4
7498,*Driving in my car* MY BRAIN: ... *Walking through the park* MY BRAIN: ... *Relaxing in the tub* MY BRAIN: ... *The second I actually need to concentrate on something* MY BRAIN: DO MONKEYS HAVE THEIR BABIES UP IN THE TREES?!?!?,2.33
254,It's weird how I can come up with the wittiest things to say when I'm in the shower... too bad none of the other guys showering at the gym appreciate my humor,2.42
844,"Two Arabs are on a plane. One orders a bottle of Champagne and asks the other ""do you want some?"". The other replies ""No thanks, I'll have to drive soon"".",1.59
614,date: i like guys who are mysterious me: [afraid she may have learned my horrible secret] haha isn't it great that neither of us has ever made love to a snowman,1.78
7430,"**Finds old Ouija board** ""I don't know guys"" ""What's the worst that could happen?"" ""Spirits of the dead give us your message!"" W-E-H-A ""Guys--"" ""Shut up"" W-E-H-A-V-E-U ""Guys--"" ""Keep going"" W-E-H-A-V-E-U-P-D-A-T-E-D-O-U-R-P-R-I-V-A-C-Y-P-O-L-I-C-Y",2.5
6121,Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.,3.0
4721,What's one advantage of electing a woman president of the United States? We wouldn't have to pay her as much.,1.7
1187,What do you call a cowshed in Arabic? A Mubarak,0.47
3493,"Earlier, I was driving behind an ambulance when a cooler fell off the back. I stopped and opened it up to find a foot inside.. So I called a toe-truck.",2.75
6347,"Accordion to a recent survey, replacing words with the names of musical instruments in a sentence often goes undetected.",2.92
6809,"Success is 50% inspiration, 50% perspiration, and 50% THE SECRET PERCENTAGE INCREASER MACHINE.",1.47
2073,"My tongue slipped when I was asking my wife to ""pass the milk"" at breakfast. I accidentally said: ""Fuck you Ann you ruined my fucking life""",2.4
5920,My ex-girlfriend was like an incompetent tailor... She didn't suit me.,2.21
6838,How does Hitler tie his shoes? In little Nazis.,1.95
559,What do you call riot police in Germany? Kraut Control,1.79
6845,I was helping my dad with construction he told me to get the hammer but I accidentally gave him the drill. He said I could have nailed it but I screwed up.,2.95
7577,"Why are male bathrooms on the left, and female bathrooms on the right? Because women are always right, even when they're full of shit.",2.35
108,"Someone is suing Canada Dry Ginger Ale because it contains no ginger, so I'd like to formally announce my lawsuit against Panda Express.",2.75
24,"My girlfriend is like the square root of -100. She's a 10, but she's imaginary.",2.45
3588,What is the most effective way to quit being vegan? Cold turkey.,2.7
6943,Is it possible the stock market keeps fluctuating so much because there's a cat sitting on its keyboard?,2.58
7785,"A murderer is to be executed by electric chair and the priests asks if he has any last request. The man asks for the priest to hold his hand. Needless to say, the priest was shocked.",2.32
2610,Why don't black people listen to country music? Every time the hear the word hoedown they think their sister's been shot.,1.45
5844,How can you tell if a groom is Polish? He would be the one with the clean bowling shirt.,1.2
6594,What is the difference between a well dressed man on a unicycle and a poorly dressed man on a bicycle? A tire.,2.16
2629,Why are camels known as the ships of the desert? Because they're filled with Arab semen.,1.35
1820,"My sex change from male to female went really well. It was so successful, I'm still trying to reverse out of the fucking hospital car park!",1.56
3137,"Roses are red, violets are blue. If he's busy on Christmas, the side chick is you!",2.37
5537,"Sometimes I log into Facebook from a desktop computer, just to see what it is like to live how our ancestors used to.",2.15
463,What would you find on a German fire truck? Ladder-hosen,2.0
4116,me: [over intercom] what's the only job where it's okay to get high at work passengers: me: a pilot lol passengers: oh thank god me: anyway if you look to your left you should see a dragon,2.47
4864,satan: welcome to hell me: i guess you could say this is a really hot sp- satan: a hot spot yeah ok fucking settle down,1.9
7264,What's the difference between a hooker and Jesus? The look on their face when you're nailing them.,2.5
4957,"I asked my sister how her blind date went ""Oh it was terrible"" she said, ""He showed up in a 1948 Rolls-Royce."" ""So what's so bad about *that*?"" I asked. Apparently he was the original owner.",3.47
3793,romans: [whipping jesus] jesus: i swear this is one of those random boners,1.84
4283,The only time it's appropriate to tell someone 'it's the least I could do' is after they say 'thanks for nothing' to you.,2.62
5535,We should make it a rule not to post any jokes about the un-employed here. They just don't work.,2.45
1215,What do you call a broken can opener A can't opener,2.42
4540,[at the chiropractor] Chiropractor: What needs adjusting? Me: My whole life. I'm hoping you can take care of it by breaking my neck like they do in the movies?? Chiropractor: ...,1.94
3710,I like my women like i like my computer Turned on On my lap Virus free,2.3
7923,Where are dead computer hackers buried? In decrypt.,2.75
4850,"It would be cool to get to a level of success where I can say the phrase: ""People always ask me..."" Right now people don't ask me about shit, nor should they.",2.64
7486,I've just noticed my wife is wearing her sexy underwear. This can only mean one thing She's behind with the washing.,2.65
4343,What did the Muslim bring to the Holiday party? Falafel and hummus.,0.53
7865,"If you're flying on an aircraft and you hear the infamous announcement ""Does anyone know how to fly a plane?"" Your answer should always be ""Yes"". If you're going to die, you may as well die flying a fucking jumbo jet.",2.6
5647,A colon in a sentence can make a huge difference For example: Johnny ate his own lunch after school. Johnny ate his own colon after school.,2.53
5001,"My daughter wanted a bouncy castle for her birthday. The guy said the rental was $50 and the set-up fee was $1000 dollars. I said, ""That's outrageous!"" He just shrugged and said, ""That's inflation for you.""",3.1
480,"Hell hath no fury like your kid catching you throwing away anything, EVER. I smuggle out broken crayons like a mexican drug lord.",2.55
5629,What do they call pita bread in Mexico? Pita pan,1.63
6795,Alabama changed the legal drinking age to 33. They're trying to keep it out of high schools.,3.33
6197,You always have to be extra careful when driving through a predominantly black neighborhood at night. Because black people are super hard to see in the dark.,1.58
7109,My girlfriend wanted to have a talk about how childish i am But she didn't have the secret password to my pillow fort so she couldn't get in,3.1
6203,I know several jokes in sign language. I guarantee nobody has ever heard them.,2.95
2867,What do you call it when all your mother's sisters gather at your funeral to avenge your death? Vigil aunties.,1.8
239,Don't you think that when people take the hyphen out of a smiley it looks like someone with Down Syndrome :),1.11
1309,My wife asked me to give her some peace and quiet last night whilst she made dinner. So I took the batteries out of the smoke alarm.,2.95
4833,How sad to hear about mem fox . She is my boys favorite author. I guess possum magic is too extremist? Or 10 fingers and toes too diverse?,0.18
7903,I really want to buy one of those grocery checkout dividers. But the lady behind the counter keeps putting it back.,1.89
7875,How can you tell if your moms got Parkinsons? She's got lipstick on her eye balls.,2.05
593,"Why is a lesbians tea green, slimy, and give you a great buzz? Because it's aLGae Bee Tea",1.0
4562,Tinder is the Night' Update A Fitzgerald Novel Hashtags With Only One Response,0.7
2973,A Mexican got injured during a game of golf and needed stitches. I guess it was a hole in Juan.,2.15
204,"professor: osmium is the densest material on earth, 22 grams in 1 cubic centimeter me: so you're saying- professor: [nodding] thicc as fuck",1.56
5976,What do they eat for breakfast in africa? Ebola cereal,1.4
7297,"Valentine's Day soon, Ladies! But don't bother getting me what you got me last year. I've got enough fucking restraining orders as it is.",2.75
4704,My wife said she'd leave me if I didn't stop eating Pasta Now I'm feeling cannelloni,2.55
3458,Why are hillbilly murders hard to solve Because they all share the same DNA,2.65
5322,Learning to love yourself is important. Just don't let your wife catch you doing it.,2.53
1398,Life consists of avoiding people you have seen naked whilst trying to find new people to see naked!,2.21
3181,"Twitter won't inform someone that you've muted them, so make sure you tell them yourself.",2.23
6663,Shout out to authentic Indian restaurants that encourage eating using only the hands. They don't give a fork.,2.21
7500,"I tried to share a sandwich with a homeless guy today, but he just shouted very rudely, ""Get your own sandwich!""",2.79
4698,What's the difference between black people and cancer? Cancer got Jobs.,1.75
1724,How many Jews does it take to change a lightbulb? None. They can shower in the dark.,1.16
5568,"My ex-girlfriend just told me she wants us to get back together again. MAN! I sure am LUCKY! I mean, first I win the lottery and now THIS!",2.61
6881,"Your first instinct is gonna to be to spell ""leopard"" and ""deaf"" correctly. You're going to want to resist that.  Best band manager ever.",1.2
1097,"Different cultures like eating animals that we consider pets... For example, did you know that in Japan, they eat fish?",1.94
7998,"Today, we Americans celebrate our independence from Britain while planning our escape to Canada.",2.55
1972,"As the judge sentenced me to death, I tried to offer him a high five...but he left me hanging.",2.6
5741,"They've announced the names for this year's hurricanes. Once again, no Kanye, Apple or Conan.",1.5
4955,What do you call a terrorist's girlfriend? A Guantanamo Bae,1.89
6973,Why does the American border patrol guard take Xanax? To stop hispanic attacks.,1.89
2507,What happens when a Chinese man with a boner runs into a wall? He breaks his nose.,1.95
1360,"me: i am a human being, earth's dominant species, and i will not be- wasp: fuck off me: ok",2.32
5022,"Me: *returns from bakery with a bap, bagel, bun & cob* Wife: What are these? Me: The synonym rolls you asked for. Wife: CINNAMON.",2.25
4602,"What do you call an Arab who owns 5,000 cows A Milk Sheikh.",2.0
7594,What do the Egyptians call a man who cannot keep his opinions to himself? IMHOtep,1.6
5872,"One of Jesus's greatest miracles? He was a carpenter, but He didn't bring it up every time you met Him.",2.06
3441,Daddy what is a transvestite? Ask your mommy He knows it.,1.55
4217,How many potatoes does it take to kill an Irish person? None.,2.79
3528,ME: If only there was an instrument that sounded like a really sassy duck. CLARINET PLAYER: [excitedly moistening his reed] Buckle up baby.,2.22
764,What does a gay horse eat? Haaaaay,1.89
3336,"A man got a car for his wife Now, thats what you call a good trade.",2.5
3402,I'm not one of those people who claps when the airplane lands... what I do is I let out a short scream because the wheels hitting the pavement usually startles me,2.21
957,[first date] Her: I like bad boys My dog: *Walks away disappointedly because he is a good boy,2.6
3622,My wife has been walking around the house sighing for the last 20 minutes. I can't decide if I should ask her if something is wrong or just leave the house for a few days.,2.06
1167,"I was really embarrassed when my wife caught me playing with my son's train set, so I threw a bedsheet over it. I think I managed to cover my tracks.",3.1
4898,Why was the white biologist considered racist? Because he wanted to preserve his culture h,1.75
5079,What do you call it when an immigrant and a pedophile get into a fight? Alien Vs. Predator,2.74
5336,"My wife is doing a sponsored parachute jump tomorrow and I am genuinely terrified that the chute won't open. The last time something that big hit the earth, the fucking dinosaurs got wiped out.",3.74
4360,Q: What do you call a Satanist who only eats low-carb pizza? The anti-crust.,2.74
7186,The name Red Lobster is helpful if you totally forgot what color lobsters are.,1.67
3900,*hot lady looks at me* Me: Hi! Do I know you? Lady: No I think I'm mistaken. *awkward pause* Me: So...is there a mister taken? *hit by bus*,2.0
4407,"My girlfriend asked me why I was blow-drying my crotch... Apparently ""heating your dinner"" was not the response she was looking for.",2.65
3627,What do you call it when a person has a fear of Vietnamese food? They have a Pho-bia!,2.4
4306,"I was feeling horny and needed some relief. I asked my fat wife for sex and she said ""No"" You have no idea what a relief that was.",1.8
6242,"I'm told that if you eat pineapple or carrots in excess, your cum will taste like that food... Is this why my Japanese girlfriend's pussy tastes like raw fish?",2.0
4432,My mother-in-law's text alert is an entire song. Starting to think my father-in-law's rage isn't really from Vietnam.,2.42
1245,They call them 'beer gardens' because 'people drinking in a parking lot' doesn't sound as classy,2.68
2438,What is the least spoken language in the world? Sign language.,2.71
3200,"Never let anyone tell you what you can and can't do. Take Beethoven for example, they told him he could not be a musician because he was deaf ... but he didn't listen.",2.78
6834,"A man is buying a banana, an apple and two eggs. The female cashier says: ""You must be single."" The man answers: ""Wow, how did you know?"" Cashier: ""Because you're ugly.""",2.6
7151,"An elderly couple is in church. The wife says to the husband, ""I've let out one of those silent farts, what do I do?"" The husband says, ""Change the battery in your hearing aid.""",3.53
5134,"What did the Texas sheriff say about the black guy who was shot 15 times? ""Worse case of suicide I ever saw.""",1.75
6820,"Why is there no black character in the game ""Clue""? Because then it would be called ""Solved."" sorry",1.9
5780,I'm allergic to bread but eat it anyway. I'm a gluten for punishment.,3.05
4763,Is there really such a thing as bisexual... Isn't it just homos getting it right occasionally?,2.06
467,Just realized I’ve been calling somebody “Ty”who was just signing his texts “thank you”. Im 80,0.93
1674,The most exciting part of my day is when I scare myself by accidentally turning the garbage disposal on.,2.47
405,wanna crazy your crazy? try killing a fly while carrying on a serious conversation.,1.45
6131,Fairy Tale Trivia: The wolf in 3 Little Pigs and the wolf in Red Riding Hood were roommates at UC Santa Cruz.,1.42
6283,What do you call a retired miner? Doug.,2.22
2807,"""I piss off a lot of deaf people when I talk"" -Italians",2.33
142,[hospital] Doctor: We're giving you IV drugs to help with the pain. Do you have any questions? Me: Why do you use Roman numerals to number your drugs? Doctor: ???,2.67
3904,"I was raised half Jewish and half Catholic. When I'd go to confession, I'd say ""Bless me, father, for I have sinned  and you know my attorney, Mr.Cohen.""",2.37
1101,"When we give each other a thumbs up, it's our way of mocking every other animal on earth.",2.47
