post_id,domain,expected,prediction,is_correct,score_ratio,raw_response,thinking
md0lxg,askacademia_validation,B,A,False,5.0,A,
md0lxg,askacademia_validation,B,B,True,6.6666666667,B,
md0lxg,askacademia_validation,A,A,True,5.6666666667,A,
md0lxg,askacademia_validation,B,A,False,4.6666666667,A,
md0lxg,askacademia_validation,A,A,True,2.3333333333,A,
md0lxg,askacademia_validation,A,A,True,2.3333333333,A,
md0lxg,askacademia_validation,B,B,True,3.5,B,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,B,A,False,2.0,A,
md0lxg,askacademia_validation,A,A,True,3.0,A,
md0lxg,askacademia_validation,A,A,True,3.0,A,
md0lxg,askacademia_validation,A,A,True,3.0,A,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,B,A,False,2.0,A,
md0lxg,askacademia_validation,A,A,True,2.0,A,
md0lxg,askacademia_validation,B,A,False,2.0,A,
capi0c,askacademia_validation,A,A,True,2.8518518519,A,
capi0c,askacademia_validation,A,B,False,2.2962962963,B,
capi0c,askacademia_validation,A,A,True,2.7692307692,A,
capi0c,askacademia_validation,A,B,False,3.6,B,
capi0c,askacademia_validation,A,A,True,2.6923076923,A,
capi0c,askacademia_validation,B,B,True,3.5,B,
capi0c,askacademia_validation,A,B,False,2.5,B,
capi0c,askacademia_validation,B,A,False,2.4,A,
capi0c,askacademia_validation,A,A,True,2.0,A,
capi0c,askacademia_validation,B,A,False,2.25,A,
capi0c,askacademia_validation,A,A,True,2.5714285714,A,
capi0c,askacademia_validation,A,B,False,3.6,B,
capi0c,askacademia_validation,B,B,True,2.4,B,
n2d1d4,askacademia_validation,B,A,False,3.0769230769,A,
n2d1d4,askacademia_validation,B,B,True,3.0769230769,B,
n2d1d4,askacademia_validation,B,B,True,4.4444444444,B,
n2d1d4,askacademia_validation,A,B,False,2.1538461538,<answer>B</answer>,
ngzjio,askacademia_validation,A,A,True,3.1666666667,A,
ngzjio,askacademia_validation,B,A,False,3.8,A,
ngzjio,askacademia_validation,A,A,True,2.0,A,
ngzjio,askacademia_validation,A,A,True,2.4,A,
ngzjio,askacademia_validation,B,A,False,2.2,A,
ngzjio,askacademia_validation,B,B,True,2.3333333333,B,
ngzjio,askacademia_validation,A,A,True,2.3333333333,A,
ngzjio,askacademia_validation,A,A,True,2.3333333333,A,
msv4b6,askacademia_validation,A,A,True,3.8571428571,A,
msv4b6,askacademia_validation,A,A,True,2.1780821918,A,
msv4b6,askacademia_validation,B,A,False,3.0,A,
msv4b6,askacademia_validation,A,A,True,3.1176470588,A,
msv4b6,askacademia_validation,A,A,True,3.7857142857,A,
msv4b6,askacademia_validation,B,A,False,4.96875,A,
msv4b6,askacademia_validation,B,B,True,5.6785714286,B,
msv4b6,askacademia_validation,B,A,False,12.2307692308,A,
msv4b6,askacademia_validation,A,A,True,2.9285714286,A,
msv4b6,askacademia_validation,A,A,True,4.0769230769,A,
msv4b6,askacademia_validation,B,A,False,2.3076923077,A,
lkneir,askacademia_validation,A,B,False,3.2,B,
lkneir,askacademia_validation,A,B,False,8.0,B,
lkneir,askacademia_validation,B,A,False,8.0,A,
lkneir,askacademia_validation,B,A,False,2.2,A,
lkneir,askacademia_validation,B,A,False,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,A,B,False,2.0,B,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,B,A,False,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,A,A,True,2.0,A,
lkneir,askacademia_validation,B,B,True,2.0,B,
lkneir,askacademia_validation,B,B,True,2.0,B,
tt0nzc,askacademia_validation,A,A,True,2.7142857143,A,
tt0nzc,askacademia_validation,A,A,True,2.7142857143,A,
tt0nzc,askacademia_validation,B,A,False,2.375,A,
tt0nzc,askacademia_validation,A,A,True,2.7142857143,A,
tt0nzc,askacademia_validation,B,B,True,2.7142857143,<answer>B</answer>,
tt0nzc,askacademia_validation,A,A,True,3.8,A,
tt0nzc,askacademia_validation,A,A,True,2.1428571429,A,
tt0nzc,askacademia_validation,B,A,False,2.1428571429,A,
tt0nzc,askacademia_validation,A,B,False,2.1428571429,B,
tt0nzc,askacademia_validation,A,B,False,3.0,B,
yyyvjk,askacademia_validation,B,B,True,2.1764705882,B,
yyyvjk,askacademia_validation,B,B,True,3.3636363636,B,
yyyvjk,askacademia_validation,A,A,True,4.625,A,
yyyvjk,askacademia_validation,B,B,True,7.4,B,
yyyvjk,askacademia_validation,B,B,True,12.3333333333,B,
yyyvjk,askacademia_validation,A,A,True,2.1818181818,A,
yyyvjk,askacademia_validation,B,A,False,3.0,A,
yyyvjk,askacademia_validation,B,A,False,2.125,A,
iq5r1y,askacademia_validation,B,B,True,14.5,B,
iq5r1y,askacademia_validation,B,B,True,4.5,B,
iq5r1y,askacademia_validation,A,A,True,6.75,A,
iq5r1y,askacademia_validation,A,A,True,3.1666666667,A,
iq5r1y,askacademia_validation,B,A,False,2.3333333333,A,
iq5r1y,askacademia_validation,A,A,True,3.5,A,
iq5r1y,askacademia_validation,B,A,False,2.8,A,
iq5r1y,askacademia_validation,A,A,True,4.6666666667,A,
iq5r1y,askacademia_validation,B,A,False,7.0,A,
iq5r1y,askacademia_validation,A,A,True,2.0,A,
iq5r1y,askacademia_validation,A,A,True,3.0,A,
iq5r1y,askacademia_validation,B,A,False,3.0,A,
iq5r1y,askacademia_validation,B,A,False,2.0,A,
iq5r1y,askacademia_validation,B,A,False,2.0,A,
iq5r1y,askacademia_validation,B,A,False,3.0,A,
iq5r1y,askacademia_validation,B,A,False,3.0,A,
iq5r1y,askacademia_validation,A,B,False,2.0,B,
iq5r1y,askacademia_validation,B,A,False,2.0,A,
ffhr75,askacademia_validation,A,B,False,2.7142857143,<answer>B</answer>,
ffhr75,askacademia_validation,B,B,True,3.5185185185,<answer>B</answer>,
ffhr75,askacademia_validation,A,A,True,4.5238095238,A,
ffhr75,askacademia_validation,B,B,True,47.5,B,
ffhr75,askacademia_validation,A,B,False,2.3428571429,B,
ffhr75,askacademia_validation,A,B,False,3.037037037,B,
ffhr75,askacademia_validation,B,B,True,3.9047619048,B,
ffhr75,askacademia_validation,B,B,True,13.6666666667,B,
ffhr75,askacademia_validation,B,B,True,41.0,B,
ffhr75,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
ffhr75,askacademia_validation,A,A,True,2.5714285714,A,
ffhr75,askacademia_validation,B,A,False,2.347826087,A,
ffhr75,askacademia_validation,A,A,True,3.375,A,
ffhr75,askacademia_validation,A,A,True,9.0,A,
ffhr75,askacademia_validation,A,A,True,27.0,A,
ffhr75,askacademia_validation,B,B,True,13.5,B,
ffhr75,askacademia_validation,A,A,True,10.5,A,
ffhr75,askacademia_validation,A,B,False,3.8333333333,B,
ffhr75,askacademia_validation,B,B,True,11.5,B,
ffhr75,askacademia_validation,B,A,False,3.1428571429,A,
ffhr75,askacademia_validation,B,A,False,3.6666666667,A,
ffhr75,askacademia_validation,A,B,False,11.0,B,
ffhr75,askacademia_validation,B,B,True,11.0,B,
ffhr75,askacademia_validation,A,B,False,11.0,B,
ffhr75,askacademia_validation,B,B,True,2.6666666667,B,
ffhr75,askacademia_validation,B,B,True,8.0,B,
ffhr75,askacademia_validation,B,B,True,3.5,B,
ffhr75,askacademia_validation,A,A,True,3.5,<answer>A</answer>,
ffhr75,askacademia_validation,A,A,True,3.5,A,
ffhr75,askacademia_validation,A,B,False,2.6666666667,B,
ffhr75,askacademia_validation,B,B,True,4.0,B,
ffhr75,askacademia_validation,A,A,True,4.0,A,
ffhr75,askacademia_validation,A,A,True,4.0,A,
ffhr75,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
ffhr75,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
ffhr75,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
ffhr75,askacademia_validation,B,B,True,3.0,B,
ffhr75,askacademia_validation,B,A,False,3.0,A,
ffhr75,askacademia_validation,A,B,False,3.0,B,
ffhr75,askacademia_validation,B,A,False,2.0,A,
ffhr75,askacademia_validation,A,A,True,3.0,A,
ffhr75,askacademia_validation,B,B,True,3.0,B,
ffhr75,askacademia_validation,B,A,False,3.0,A,
ffhr75,askacademia_validation,B,B,True,2.5,B,
ffhr75,askacademia_validation,B,B,True,2.5,B,
ffhr75,askacademia_validation,A,A,True,2.5,A,
ffhr75,askacademia_validation,B,A,False,2.5,A,
nivvyz,askacademia_validation,A,B,False,3.3421052632,B,
nivvyz,askacademia_validation,B,B,True,9.7692307692,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,18.1428571429,B,
nivvyz,askacademia_validation,B,B,True,31.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,31.75,B,
nivvyz,askacademia_validation,A,B,False,2.9230769231,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.3846153846,<answer>B</answer>,
nivvyz,askacademia_validation,B,B,True,2.8181818182,<answer>B</answer>,
nivvyz,askacademia_validation,B,B,True,3.4444444444,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,4.4285714286,B,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,A,True,2.0,A,
nivvyz,askacademia_validation,A,A,True,2.5714285714,A,
nivvyz,askacademia_validation,B,A,False,4.5,A,
nivvyz,askacademia_validation,B,B,True,4.5,<answer>B</answer>,
nivvyz,askacademia_validation,A,A,True,4.5,A,
nivvyz,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.25,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.25,<answer>B</answer>,
wqtbmk,askacademia_validation,A,A,True,2.4193548387,A,
wqtbmk,askacademia_validation,A,A,True,5.3571428571,A,
wqtbmk,askacademia_validation,A,A,True,9.375,A,
wqtbmk,askacademia_validation,B,A,False,12.5,A,
wqtbmk,askacademia_validation,B,B,True,25.0,<answer>B</answer>,
wqtbmk,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
wqtbmk,askacademia_validation,A,A,True,2.6666666667,A,
w77hwr,askacademia_validation,A,B,False,3.7826086957,answer B,
w77hwr,askacademia_validation,A,B,False,4.1428571429,B,
w77hwr,askacademia_validation,B,B,True,4.8333333333,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,6.6923076923,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,7.9090909091,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,8.7,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,12.4285714286,A,
w77hwr,askacademia_validation,A,A,True,2.0,A,
w77hwr,askacademia_validation,A,A,True,2.3636363636,A,
w77hwr,askacademia_validation,B,B,True,2.3636363636,B,
w77hwr,askacademia_validation,B,B,True,2.6,B,
w77hwr,askacademia_validation,B,B,True,2.6,B,
w77hwr,askacademia_validation,B,A,False,3.7142857143,A,
w77hwr,askacademia_validation,B,B,True,4.3333333333,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,8.6666666667,B,
w77hwr,askacademia_validation,A,A,True,8.6666666667,A,
w77hwr,askacademia_validation,A,A,True,2.0909090909,A,
w77hwr,askacademia_validation,B,B,True,2.3,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,3.2857142857,A,
w77hwr,askacademia_validation,A,A,True,2.5714285714,A,
w77hwr,askacademia_validation,B,A,False,2.5714285714,A,
w77hwr,askacademia_validation,A,A,True,3.0,A,
w77hwr,askacademia_validation,B,A,False,6.0,A,
w77hwr,askacademia_validation,A,A,True,6.0,A,
w77hwr,askacademia_validation,B,A,False,2.0,A,
w77hwr,askacademia_validation,A,A,True,2.3333333333,A,
w77hwr,askacademia_validation,A,A,True,4.6666666667,A,
w77hwr,askacademia_validation,A,A,True,4.6666666667,A,
w77hwr,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,2.6666666667,B,
w77hwr,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
gdqomi,askacademia_validation,B,A,False,2.5,A,
gdqomi,askacademia_validation,A,B,False,2.4166666667,B,
kkq09m,askacademia_validation,A,A,True,2.1392405063,A,
kkq09m,askacademia_validation,B,B,True,3.9302325581,B,
kkq09m,askacademia_validation,B,A,False,6.2592592593,A,
kkq09m,askacademia_validation,A,A,True,13.0,A,
kkq09m,askacademia_validation,A,A,True,16.9,A,
kkq09m,askacademia_validation,A,A,True,2.9069767442,A,
kkq09m,askacademia_validation,A,A,True,4.6296296296,A,
kkq09m,askacademia_validation,B,A,False,9.6153846154,A,
kkq09m,askacademia_validation,B,A,False,12.5,A,
kkq09m,askacademia_validation,B,A,False,2.9259259259,A,
kkq09m,askacademia_validation,A,A,True,6.0769230769,A,
kkq09m,askacademia_validation,A,A,True,7.9,A,
kkq09m,askacademia_validation,B,B,True,3.1538461538,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,4.1,A,
kkq09m,askacademia_validation,B,A,False,2.3,A,
kkq09m,askacademia_validation,B,B,True,3.2857142857,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,3.8333333333,A,
kkq09m,askacademia_validation,B,B,True,11.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,11.5,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,2.4285714286,A,
kkq09m,askacademia_validation,A,A,True,2.8333333333,A,
kkq09m,askacademia_validation,B,B,True,8.5,B,
kkq09m,askacademia_validation,A,A,True,8.5,A,
kkq09m,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,2.0,B,
kkq09m,askacademia_validation,B,B,True,2.0,B,
kkq09m,askacademia_validation,B,B,True,4.0,B,
kkq09m,askacademia_validation,A,A,True,4.0,A,
kkq09m,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,6.0,B,
kkq09m,askacademia_validation,A,B,False,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,6.0,A,
kkq09m,askacademia_validation,B,A,False,3.5,A,
kkq09m,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,2.3333333333,B,
kkq09m,askacademia_validation,A,A,True,2.3333333333,A,
kkq09m,askacademia_validation,B,B,True,3.5,B,
kkq09m,askacademia_validation,B,B,True,3.5,B,
kkq09m,askacademia_validation,A,A,True,3.5,A,
kkq09m,askacademia_validation,A,B,False,3.5,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,3.5,A,
kkq09m,askacademia_validation,B,B,True,2.0,B,
kkq09m,askacademia_validation,A,A,True,2.0,A,
kkq09m,askacademia_validation,B,A,False,3.0,A,
kkq09m,askacademia_validation,B,A,False,3.0,A,
kkq09m,askacademia_validation,B,A,False,3.0,A,
kkq09m,askacademia_validation,A,A,True,3.0,A,
kkq09m,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,2.5,A,
kkq09m,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
a6w96r,askacademia_validation,A,A,True,2.1666666667,A,
a6w96r,askacademia_validation,A,A,True,4.3333333333,A,
a6w96r,askacademia_validation,B,A,False,3.6666666667,A,
a6w96r,askacademia_validation,A,A,True,7.3333333333,A,
a6w96r,askacademia_validation,A,A,True,2.0,A,
a6w96r,askacademia_validation,A,A,True,2.0,A,
hk1lut,askacademia_validation,B,B,True,2.8823529412,<answer>B</answer>,
hk1lut,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
hk1lut,askacademia_validation,B,B,True,2.3913043478,<answer>B</answer>,
hk1lut,askacademia_validation,B,B,True,3.2352941176,<answer>B</answer>,
hk1lut,askacademia_validation,B,B,True,2.1739130435,<answer>B</answer>,
hk1lut,askacademia_validation,A,B,False,2.9411764706,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,4.4074074074,A,
xbw71o,askacademia_validation,B,A,False,5.95,A,
xbw71o,askacademia_validation,B,A,False,7.0,A,
xbw71o,askacademia_validation,B,A,False,19.8333333333,A,
xbw71o,askacademia_validation,A,B,False,59.5,B,
xbw71o,askacademia_validation,A,A,True,29.75,A,
xbw71o,askacademia_validation,A,A,True,59.5,A,
xbw71o,askacademia_validation,A,A,True,59.5,A,
xbw71o,askacademia_validation,B,A,False,48.5,A,
xbw71o,askacademia_validation,A,A,True,13.5,A,
xbw71o,askacademia_validation,B,B,True,10.0,B,
xbw71o,askacademia_validation,A,A,True,2.8333333333,A,
xbw71o,askacademia_validation,B,B,True,8.5,B,
xbw71o,askacademia_validation,B,A,False,4.25,A,
xbw71o,askacademia_validation,B,B,True,8.5,B,
xbw71o,askacademia_validation,A,B,False,2.0,B,
xbw71o,askacademia_validation,B,B,True,6.0,B,
xbw71o,askacademia_validation,A,B,False,3.0,B,
xbw71o,askacademia_validation,A,A,True,6.0,A,
xbw71o,askacademia_validation,B,B,True,6.0,B,
xbw71o,askacademia_validation,B,B,True,3.0,B,
xbw71o,askacademia_validation,A,A,True,2.0,A,
xbw71o,askacademia_validation,B,B,True,2.0,B,
xbw71o,askacademia_validation,B,A,False,2.0,A,
xbw71o,askacademia_validation,B,A,False,2.0,A,
xbw71o,askacademia_validation,B,B,True,3.0,B,
xbw71o,askacademia_validation,B,A,False,3.0,A,
xbw71o,askacademia_validation,A,A,True,3.0,A,
xbw71o,askacademia_validation,A,A,True,3.0,A,
xbw71o,askacademia_validation,A,A,True,3.0,A,
xbw71o,askacademia_validation,B,B,True,2.0,B,
myxn1k,askacademia_validation,A,A,True,3.0,A,
myxn1k,askacademia_validation,B,A,False,2.125,A,
myxn1k,askacademia_validation,B,A,False,2.0,A,
gm3zk2,askacademia_validation,B,B,True,2.1333333333,<answer>B</answer>,
gm3zk2,askacademia_validation,A,A,True,9.1428571429,A,
gm3zk2,askacademia_validation,A,A,True,3.0,A,
hqqxlw,askacademia_validation,A,B,False,2.6257309942,B,
hqqxlw,askacademia_validation,A,B,False,2.2058823529,B,
hqqxlw,askacademia_validation,A,A,True,2.8846153846,A,
hqqxlw,askacademia_validation,A,A,True,3.75,A,
hqqxlw,askacademia_validation,A,B,False,8.3333333333,B,
hqqxlw,askacademia_validation,B,B,True,15.0,B,
hqqxlw,askacademia_validation,A,A,True,2.09375,A,
hqqxlw,askacademia_validation,A,A,True,2.5769230769,A,
hqqxlw,askacademia_validation,A,A,True,2.4814814815,A,
hqqxlw,askacademia_validation,A,A,True,2.9130434783,A,
hqqxlw,askacademia_validation,A,B,False,3.35,<answer>B</answer>,
hqqxlw,askacademia_validation,A,A,True,3.35,A,
hqqxlw,askacademia_validation,B,A,False,3.9411764706,A,
hqqxlw,askacademia_validation,A,A,True,3.5263157895,A,
hqqxlw,askacademia_validation,A,A,True,4.7857142857,A,
hqqxlw,askacademia_validation,B,A,False,6.7,A,
hqqxlw,askacademia_validation,B,B,True,7.4444444444,B,
hqqxlw,askacademia_validation,B,B,True,7.4444444444,B,
hqqxlw,askacademia_validation,A,B,False,7.4444444444,B,
hqqxlw,askacademia_validation,B,B,True,9.5714285714,B,
hqqxlw,askacademia_validation,B,B,True,9.5714285714,B,
hqqxlw,askacademia_validation,B,B,True,13.4,B,
hqqxlw,askacademia_validation,A,A,True,11.1666666667,A,
hqqxlw,askacademia_validation,A,A,True,2.35,A,
hqqxlw,askacademia_validation,A,A,True,9.4,A,
hqqxlw,askacademia_validation,B,A,False,2.0588235294,A,
hqqxlw,askacademia_validation,B,B,True,2.5,B,
hqqxlw,askacademia_validation,B,B,True,3.5,B,
hqqxlw,askacademia_validation,A,A,True,3.8888888889,A,
hqqxlw,askacademia_validation,B,B,True,3.8888888889,B,
hqqxlw,askacademia_validation,A,A,True,5.0,A,
hqqxlw,askacademia_validation,A,B,False,5.0,B,
hqqxlw,askacademia_validation,B,B,True,7.0,B,
hqqxlw,askacademia_validation,B,A,False,3.2,A,
hqqxlw,askacademia_validation,B,B,True,3.5555555556,B,
hqqxlw,askacademia_validation,B,A,False,3.5555555556,A,
hqqxlw,askacademia_validation,A,A,True,4.5714285714,A,
hqqxlw,askacademia_validation,A,B,False,6.4,B,
hqqxlw,askacademia_validation,A,B,False,2.8888888889,B,
hqqxlw,askacademia_validation,B,B,True,5.2,B,
hqqxlw,askacademia_validation,A,A,True,2.7,A,
hqqxlw,askacademia_validation,B,B,True,3.0,B,
hqqxlw,askacademia_validation,A,A,True,3.0,A,
hqqxlw,askacademia_validation,B,A,False,3.0,A,
hqqxlw,askacademia_validation,A,A,True,3.8571428571,A,
hqqxlw,askacademia_validation,A,B,False,3.8571428571,B,
hqqxlw,askacademia_validation,A,A,True,5.4,A,
hqqxlw,askacademia_validation,B,A,False,4.5,A,
hqqxlw,askacademia_validation,A,A,True,2.3,A,
hqqxlw,askacademia_validation,B,B,True,2.5555555556,B,
hqqxlw,askacademia_validation,A,A,True,4.6,A,
hqqxlw,askacademia_validation,B,B,True,2.0,B,
hqqxlw,askacademia_validation,A,B,False,2.2222222222,B,
hqqxlw,askacademia_validation,A,A,True,2.2222222222,A,
hqqxlw,askacademia_validation,A,A,True,4.0,A,
hqqxlw,askacademia_validation,A,B,False,4.0,B,
hqqxlw,askacademia_validation,B,B,True,3.4,B,
hqqxlw,askacademia_validation,B,A,False,2.1111111111,A,
hqqxlw,askacademia_validation,A,B,False,3.8,B,
hqqxlw,askacademia_validation,A,A,True,2.0,A,
hqqxlw,askacademia_validation,A,B,False,2.0,B,
hqqxlw,askacademia_validation,A,A,True,2.8,A,
hqqxlw,askacademia_validation,B,B,True,2.0,B,
pqhqkb,askacademia_validation,A,B,False,2.2857142857,B,
pqhqkb,askacademia_validation,B,B,True,3.2,B,
pqhqkb,askacademia_validation,B,A,False,5.3333333333,A,
pqhqkb,askacademia_validation,A,A,True,5.3333333333,A,
pqhqkb,askacademia_validation,B,A,False,8.0,A,
pqhqkb,askacademia_validation,B,B,True,3.6666666667,B,
pqhqkb,askacademia_validation,A,A,True,2.4,A,
pqhqkb,askacademia_validation,A,A,True,4.0,A,
pqhqkb,askacademia_validation,B,B,True,2.4,B,
pqhqkb,askacademia_validation,B,A,False,4.0,A,
pqhqkb,askacademia_validation,B,A,False,4.0,A,
