post_id,domain,expected,prediction,is_correct,score_ratio,raw_response,thinking
ffhr75,askacademia_validation,A,B,False,3.5,<answer>B</answer>,
ffhr75,askacademia_validation,A,B,False,2.6666666667,<answer>B</answer>,
ffhr75,askacademia_validation,B,B,True,4.0,<answer>B</answer>,
ffhr75,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
ffhr75,askacademia_validation,A,A,True,4.0,<answer>A</answer>,
ffhr75,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
ffhr75,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
ffhr75,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
ffhr75,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
ffhr75,askacademia_validation,B,A,False,3.0,<answer>A</answer>,
ffhr75,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
ffhr75,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
ffhr75,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
ffhr75,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
ffhr75,askacademia_validation,B,A,False,3.0,<answer>A</answer>,
ffhr75,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
ffhr75,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
ffhr75,askacademia_validation,A,A,True,2.5,<answer>A</answer>,
ffhr75,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,3.3421052632,<answer>B</answer>,
nivvyz,askacademia_validation,B,A,False,9.7692307692,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,18.1428571429,<answer>B</answer>,
nivvyz,askacademia_validation,B,A,False,31.75,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,31.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,A,True,2.9230769231,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,2.3846153846,<answer>B</answer>,
nivvyz,askacademia_validation,B,A,False,2.8181818182,<answer>A</answer>,
nivvyz,askacademia_validation,B,A,False,3.4444444444,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,4.4285714286,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,7.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,2.5714285714,<answer>B</answer>,
nivvyz,askacademia_validation,B,B,True,4.5,<answer>B</answer>,
nivvyz,askacademia_validation,B,B,True,4.5,<answer>B</answer>,
nivvyz,askacademia_validation,A,A,True,4.5,<answer>A</answer>,
nivvyz,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.75,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.25,<answer>B</answer>,
nivvyz,askacademia_validation,A,B,False,2.25,<answer>B</answer>,
wqtbmk,askacademia_validation,A,A,True,2.4193548387,<answer>A</answer>,
wqtbmk,askacademia_validation,A,A,True,5.3571428571,<answer>A</answer>,
wqtbmk,askacademia_validation,A,A,True,9.375,<answer>A</answer>,
wqtbmk,askacademia_validation,B,B,True,12.5,<answer>B</answer>,
wqtbmk,askacademia_validation,B,B,True,25.0,<answer>B</answer>,
wqtbmk,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
wqtbmk,askacademia_validation,A,A,True,2.6666666667,<answer>A</answer>,
w77hwr,askacademia_validation,A,B,False,3.7826086957,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,4.1428571429,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,4.8333333333,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,6.6923076923,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,7.9090909091,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,8.7,<answer>A</answer>,
w77hwr,askacademia_validation,A,B,False,12.4285714286,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
w77hwr,askacademia_validation,A,A,True,2.3636363636,<answer>A</answer>,
w77hwr,askacademia_validation,B,B,True,2.3636363636,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,2.6,<answer>B</answer>,
w77hwr,askacademia_validation,B,A,False,2.6,<answer>A</answer>,
w77hwr,askacademia_validation,B,A,False,3.7142857143,<answer>A</answer>,
w77hwr,askacademia_validation,B,A,False,4.3333333333,<answer>A</answer>,
w77hwr,askacademia_validation,A,B,False,8.6666666667,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,8.6666666667,<answer>A</answer>,
w77hwr,askacademia_validation,A,A,True,2.0909090909,<answer>A</answer>,
w77hwr,askacademia_validation,B,B,True,2.3,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,3.2857142857,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,2.5714285714,<answer>B</answer>,
w77hwr,askacademia_validation,B,A,False,2.5714285714,<answer>A</answer>,
w77hwr,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,6.0,<answer>A</answer>,
w77hwr,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
w77hwr,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
w77hwr,askacademia_validation,A,B,False,4.6666666667,<answer>B</answer>,
w77hwr,askacademia_validation,A,A,True,4.6666666667,<answer>A</answer>,
w77hwr,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,2.6666666667,<answer>B</answer>,
w77hwr,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
gdqomi,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
gdqomi,askacademia_validation,A,B,False,2.4166666667,<answer>B</answer>,
kkq09m,askacademia_validation,A,B,False,2.1392405063,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.9302325581,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,6.2592592593,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,13.0,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,16.9,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,2.9069767442,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,4.6296296296,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,9.6153846154,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,12.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,2.9259259259,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,6.0769230769,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,7.9,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,3.1538461538,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,4.1,<answer>A</answer>,
kkq09m,askacademia_validation,B,A,False,2.3,<answer>A</answer>,
kkq09m,askacademia_validation,B,A,False,3.2857142857,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,3.8333333333,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,11.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,11.5,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,2.4285714286,<answer>B</answer>,
kkq09m,askacademia_validation,A,B,False,2.8333333333,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,8.5,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,8.5,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,2.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,4.0,<answer>B</answer>,
kkq09m,askacademia_validation,A,B,False,4.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,A,B,False,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,3.0,<answer>A</answer>,
kkq09m,askacademia_validation,B,A,False,2.3333333333,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,2.3333333333,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,3.5,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,3.5,<answer>B</answer>,
kkq09m,askacademia_validation,A,A,True,3.5,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,3.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
kkq09m,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,B,True,3.0,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,3.0,<answer>A</answer>,
kkq09m,askacademia_validation,B,A,False,3.0,<answer>A</answer>,
kkq09m,askacademia_validation,A,A,True,3.0,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
kkq09m,askacademia_validation,B,A,False,2.5,<answer>A</answer>,
kkq09m,askacademia_validation,B,A,False,2.5,<answer>A</answer>,
kkq09m,askacademia_validation,B,B,True,2.5,<answer>B</answer>,
a6w96r,askacademia_validation,A,B,False,2.1666666667,<answer>B</answer>,
a6w96r,askacademia_validation,A,B,False,4.3333333333,<answer>B</answer>,
a6w96r,askacademia_validation,B,A,False,3.6666666667,<answer>A</answer>,
a6w96r,askacademia_validation,A,A,True,7.3333333333,<answer>A</answer>,
a6w96r,askacademia_validation,A,B,False,2.0,<answer>B</answer>,
a6w96r,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
hk1lut,askacademia_validation,B,A,False,2.8823529412,<answer>A</answer>,
hk1lut,askacademia_validation,B,A,False,2.0,<answer>A</answer>,
hk1lut,askacademia_validation,B,B,True,2.3913043478,<answer>B</answer>,
hk1lut,askacademia_validation,B,A,False,3.2352941176,<answer>A</answer>,
hk1lut,askacademia_validation,B,A,False,2.1739130435,<answer>A</answer>,
hk1lut,askacademia_validation,A,A,True,2.9411764706,<answer>A</answer>,
xbw71o,askacademia_validation,A,B,False,4.4074074074,<answer>B</answer>,
xbw71o,askacademia_validation,B,A,False,5.95,<answer>A</answer>,
xbw71o,askacademia_validation,B,A,False,7.0,<answer>A</answer>,
xbw71o,askacademia_validation,B,A,False,19.8333333333,<answer>A</answer>,
xbw71o,askacademia_validation,A,B,False,59.5,<answer>B</answer>,
xbw71o,askacademia_validation,A,B,False,29.75,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,59.5,<answer>A</answer>,
xbw71o,askacademia_validation,A,A,True,59.5,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,48.5,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,13.5,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,10.0,<answer>B</answer>,
xbw71o,askacademia_validation,A,B,False,2.8333333333,<answer>B</answer>,
xbw71o,askacademia_validation,B,B,True,8.5,<answer>B</answer>,
xbw71o,askacademia_validation,B,A,False,4.25,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,8.5,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,2.0,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
xbw71o,askacademia_validation,A,B,False,3.0,<answer>B</answer>,
xbw71o,askacademia_validation,A,A,True,6.0,<answer>A</answer>,
xbw71o,askacademia_validation,B,B,True,6.0,<answer>B</answer>,
