id,text,humor_rating,predicted_rating,raw_response
3831,"Holocaust, the Musical. Putting the 'sing' back into ethnic cleansing.",1.29,1.2,<rating>1.2</rating>
4921,"Babies are the worst. Why did we have one? It's 3am and I'm sleep deprived and exhausted. I'm at my wits end. This was a huge mista... oh wait he's smiling at me. Aw man, This feeling is amazing! I love being a dad.",2.25,2.3,<rating>2.3</rating>
2184,My girlfriend calls it selective hearing. I prefer to call it drama filtering.,3.26,1.2,<rating>1.2</rating>
2289,The 2-4 year old kids sang a Christmas carol in church today. Everyone thought they were cute. But they were off key so I booed them.,1.79,1.2,<rating>1.2</rating>
7098,What do you call a dinosaur that uses cheap toilet paper? Megasoreass.,2.8,1.2,<rating>1.2</rating>
3048,11 y/o Daughter: [opens xmas present] uh..cable ties? Wife: she asked for a pony.. Me: a pony? ..SHE CAN'T EVEN LOOK AFTER HER CABLES LINDA,0.68,1.2,<rating>1.2</rating>
419,A leading rabbi has ruled that marijuana is kosher Now we know what kids are gonna be doing for the Jewish High Holidays...,2.65,1.2,<rating>1.2</rating>
3560,"Serve alcohol at a party, nobody bats an eye Serve laxatives at a party and everybody loses their shit",2.7,1.2,<rating>1.2</rating>
5324,"John: maybe cool it with the nicknames Me: wow, that hurts, Johnzilla John: everyone else hates it too Me: Everyone? Sambulance? Ronstar?",1.61,1.2,<rating>1.2</rating>
4174,Welcome to your 40s. Your ability to be sneaky will now be hindered by your bones cracking when you walk.,3.25,1.2,<rating>1.2</rating>
7518,"On Valentine's Day, show her how much you care about her by using a Groupon.",1.92,1.2,<rating>1.2</rating>
6603,"I asked the librarian if the library had any books about paranoia. She whispered: ""They're right behind you.""",3.3,1.5,<rating>1.5</rating>
5250,What becomes shorter when you add 2 letters? Short corny,1.0,1.0,<rating>1.0</rating>
7160,What does Arnold Schwarzenegger call a colonoscopy? A Cameron Diaz Say It Out Loud,0.56,1.2,<rating>1.2</rating>
3483,"I make out with guys that wear Abercrombie & Fitch cologne because it rubs off on me & I love how it smells, but shopping there is SOOO gay.",1.71,2.3,<rating>2.3</rating>
6755,"What are the pros and cons of wearing two watches? On one hand, you have a watch, but on the other hand, you have a watch.",2.7,1.0,<rating>1.0</rating>
5078,Working at an unemployment office must be so tense. Even if you get fired you still have to come in the next day.,3.0,1.2,<rating>1.2</rating>
7916,Why do gay men always have candles near their asses? So the gerbils can find their way out.,1.15,1.2,<rating>1.2</rating>
7024,The carpool lane is the TSA pre-check of rush hour. Used to be cool tell everybody got someone to ride with.,1.06,1.2,<rating>1.2</rating>
3336,"A man got a car for his wife Now, thats what you call a good trade.",2.5,1.2,<rating>1.2</rating>
6021,My lesbian neighbors gave me a Rolex for my birthday. I guess they misunderstood me when I said I wanna watch.,2.85,1.2,<rating>1.2</rating>
2118,What do a coffee shop and a Japanese castle siege have in common? Baristas,0.7,1.0,<rating>1.0</rating>
2377,"A woman noticed her husband standing on the bathroom scale sucking in his stomach. ""Ha! That's not going to help,"" she said. ""Sure, it does,"" he said. ""It's the only way I can see the numbers.""",3.75,2.3,<rating>2.3</rating>
6724,"When my wife always asks me if she looks frumpy, I can honestly tell her no, because I have no idea what frumpy means.",2.72,1.2,<rating>1.2</rating>
2048,What happens when you eat beans with onions? Tear gas!,2.95,1.2,<rating>1.2</rating>
2626,What do you call a gay avatar? A bender.,1.58,1.2,<rating>1.2</rating>
1496,Football is like Sex your mom sucks at both,1.35,1.2,<rating>1.2</rating>
4825,"I said to my wife ""When I die,"" I'd like to die having sex"" She replied: ""At least it'll be quick.""",3.15,1.2,<rating>1.2</rating>
755,"Can someone recommend a great at home online workout where I just need some hand weights and a mat. Also i have a treadmill. Not like bands and a trampoline please, I am only one human woman",1.45,1.0,<rating>1.0</rating>
3200,"Never let anyone tell you what you can and can't do. Take Beethoven for example, they told him he could not be a musician because he was deaf ... but he didn't listen.",2.78,1.0,<rating>1.0</rating>
5640,"me, walking: hello me, walking with coins in my pocket: howdy partner",1.12,1.2,<rating>1.2</rating>
2800,"I work in security, and i want to get a pumpkin for my desk. It'll be my security gourd.",2.3,1.2,<rating>1.2</rating>
1626,What kind of prize do you give someone who hasn't moved a muscle in over a year? A trophy.,2.6,1.2,<rating>1.2</rating>
5995,"One comma makes all the difference when telling someone, 'Diet, Dr. Pepper'",1.32,1.0,<rating>1.0</rating>
278,My new girlfriend told me I'm terrible in bed I told her it's unfair to make a judgement in less than a minute.,3.05,1.2,<rating>1.2</rating>
7807,"I like my coffee like I like my women. Hot, black, bitter, and pregnant.",2.0,2.3,<rating>2.3</rating>
2526,Did you hear about the Mexican train killer? He had locomotives,1.7,1.0,<rating>1.0</rating>
5406,"I like to sit and pee because it makes me feel good, but I always get weird looks from the guy at the next urinal.",3.0,1.2,<rating>1.2</rating>
6190,What do a nearsighted gynecologist and a healthy dog have in common? 84% of their dna,0.95,1.2,<rating>1.2</rating>
707,Me: Did you hear that Amazon has a new service where they'll be delivering Christmas trees? Wife: Oh really? That's cool. Me: They're calling it Amazon Pine. Wife: I want a divorce.,2.68,1.2,<rating>1.2</rating>
5625,Love those first 2 weeks of the year where the gym is packed with people I'll never see again because I don't go back.,3.0,1.2,<rating>1.2</rating>
1883,"As an Queer parent, what's the best way to come out to your teenage children? Auntie Red Tweet Tea",0.7,1.0,<rating>1.0</rating>
6133,A girl walks into a bar and asks the bartender for a double entendre... so he gives it to her,1.11,0.0,<rating>0.0</rating>
3320,I pissed off two people today by calling them hipsters. Apparently the correct term is conjoined twins.,2.68,1.2,<rating>1.2</rating>
5188,"I've often heard that ""icy"" is the easiest word to spell Looking at it now, I see why",2.45,1.2,<rating>1.2</rating>
30,"What's a specimen? Mama mia, it's an Italian astronaut!",1.21,1.2,<rating>1.2</rating>
3783,What is a Muslims favorite type of vinegar? BalIslamic,1.42,1.2,<rating>1.2</rating>
6036,"They say childbirth is the most painful thing someone can experience... Maybe I was too young to remember, but I don't think it hurt that much...",2.76,1.2,<rating>1.2</rating>
766,Common sense is like deodorant. Those who need it never use it.,2.72,1.0,<rating>1.0</rating>
7684,The letter O is just the number 0 after a cruise buffet,1.58,1.2,<rating>1.2</rating>
7058,I fucked an arthritic woman yesterday. What a cracker.,1.85,0.0,<rating>0.0</rating>
6656,I just read a book on marriage that says treat your wife like you treated her on your first date. So after dinner tonight I'm dropping her off at her parents' house.,3.21,2.3,<rating>2.3</rating>
1079,What do you call a homosexual in a wheelchair? Rolaids.,1.05,1.2,<rating>1.2</rating>
5590,What do you call someone from Massachusetts who murders a bunch of Catholics? A Mass. Mass Mass Murderer.,2.33,1.2,<rating>1.2</rating>
3459,What is similar between the life of an Ethiopian kid and the hype of Call Of Duty: Infinite Warfare? They're practically non existent.,1.65,1.2,<rating>1.2</rating>
4196,I dated a girl in a wheelchair. She broke up with me because I kept pushing her around.,2.65,1.2,<rating>1.2</rating>
3980,"I met a girl at a club the other night and she told me she'd show me a good time. When we got outside, she ran a 40 yard dash in 4.8 seconds.",2.5,1.2,<rating>1.2</rating>
1755,*Party at M.C Escher's house* ME: Where's the bathroom? ESCHER: [giggling and glancing at his more established friends] Top of the stairs.,1.29,1.2,<rating>1.2</rating>
122,A parody of The Mandalorian but it’s The Mindalorian? Am I’m in the whole costume but doing Mindy-type stuff?,0.56,1.2,<rating>1.2</rating>
949,"My wife told me, ""Don't get upset if people call you fat…"" You're much bigger than that.",2.47,1.2,<rating>1.2</rating>
1326,I met this amazing girl while speed dating. We stayed up all night and day just talking and giggling and I guess speed will do that to you.,2.6,1.2,<rating>1.2</rating>
7472,"Just because I tweeted about El Pollo Loco, they sent us a huge spread of free food. They are truly the Cadillac CT6 Platinum Trim (Black Exterior/Auburn Interior) of restaurant chains.",1.1,1.5,<rating>1.5</rating>
4627,"The 2020 election results are in! Oh sorry, this is just for us Russians.",2.4,1.2,<rating>1.2</rating>
895,What's the difference between pussy and mashed potatoes Mashed potatoes don't make their own gravy,1.4,1.2,<rating>1.2</rating>
2115,What are ways we can address toxic masculinity amongst studs? Auntie Red Tweet Tea,0.7,1.2,<rating>1.2</rating>
5817,My father saved up his whole life so he could be cremated. He urned it.,2.84,1.2,<rating>1.2</rating>
7022,Does anyone have the owner's manual for a wife? Mine's emitting a terrible whining noise.,2.63,1.2,<rating>1.2</rating>
4014,Did you year about the chinese male prostitute? He'll give you a Bro-Job.,1.4,1.2,<rating>1.2</rating>
7345,What do you call a magician who has lost their magic? Ian.,1.21,1.2,<rating>1.2</rating>
1431,A Mexican once tried to steal my golf clubs.. so I had to shoot a hole-in-juan.,2.25,1.2,<rating>1.2</rating>
6457,"My parents said that if I got a tattoo I'd have to get it in a place that didn't matter... So I got it in Appleton, Wisconsin.",2.6,1.2,<rating>1.2</rating>
3334,Marvel have announced their first transgender super hero. Wonder Womb-man will be in cinemas this summer....,1.11,1.2,<rating>1.2</rating>
5861,What do somolian pirates use as weapons? Arrrrpg's,2.32,1.2,<rating>1.2</rating>
7321,Right said Fred gets me every time! Haha. You go Deanmon now put a shirt on. What the hell?,0.3,0.0,<rating>0.0</rating>
4091,Your momma so fat... Her aides close lanes on the George Washington Bridge,1.85,1.2,<rating>1.2</rating>
4845,I made a graph of my past relationships. It has an ex axis and a why axis.,2.85,1.2,<rating>1.2</rating>
7434,I just joined a gym for religious minorities. Jehova's Fitness,2.85,1.0,<rating>1.0</rating>
5398,eve: [eats an apple] god: [had no idea how he was going to explain childbirth] oh now guess what's your fault,1.75,1.2,<rating>1.2</rating>
2384,What do you call a lesbian that turned straight A hasbien,1.53,0.0,<rating>0.0</rating>
4394,Welcome to your forties. Your joints now sound like fire crackers going off.,2.6,1.2,<rating>1.2</rating>
3468,I have a Russian friend who's a sound technician. And a Czech one too. A Czech one too.,2.95,1.0,<rating>1.0</rating>
503,The only thing keeping me from starting my own doomsday sex cult is that I look terrible in sunglasses.,1.68,1.2,<rating>1.2</rating>
3529,Motivational speaker: Do something that scares you every day Me: *Answers phone call from unknown number*,2.7,1.2,<rating>1.2</rating>
7658,Don't try to understand women. Women understand women and they hate each other.,2.42,1.2,<rating>1.2</rating>
5126,"Right before I die, if my life flashes before my eyes, I hope there aren't 30 second ads before each section.",3.6,1.2,<rating>1.2</rating>
6775,Why did the bachelors purchase double amputee strippers for their party? Because they were 50% off!,1.55,1.2,<rating>1.2</rating>
6271,"I went to the bar last night and saw a really fat woman dancing on a table. I said, ""Good legs."" The girl giggled and said, ""Do you really think so?"" I said, ""Definitely! Most tables would have collapsed by now.""",3.05,2.3,<rating>2.3</rating>
951,They never prepare you in premarital counselling for how hard it will be to decide where to eat dinner,3.06,1.2,<rating>1.2</rating>
6291,me: [finishes beatboxing] cop: ok that was impressive but i still need to give you a ticket,2.0,1.2,<rating>1.2</rating>
1977,Mob Boss: I just found out someone in our crew is an undercover cop. He's not even really Italian Vito Spaghetti: mama mia no way,1.58,1.2,<rating>1.2</rating>
78,"I'm waiting for them to invent a pleasure robot that's so lifelike, it won't have sex with me.",2.8,2.3,<rating>2.3</rating>
5660,"Sneaky? Dude, I got two handfuls of soup into a movie theater once.",2.0,1.2,<rating>1.2</rating>
1427,You would think that a Snail without a shell would move that bit faster? But it's actually more sluggish.,3.0,1.2,<rating>1.2</rating>
5529,A black man is speeding down the motorway and he dies. How? He sticks his head out of the window and his lips beat him to death.,1.16,0.0,<rating>0.0</rating>
6176,"A mathematician stumbles home drunk at 3 a.m. ...and his wife is livid. ""You SWORE that you'd be home by 11:45!"" ""No,"" slurs the mathematician... ""I said I'd be home by a quarter of 12.""",2.3,2.3,<rating>2.3</rating>
7755,"Q: What do you say to comfort a grammar nazi? A: ""There, their, they're.""",3.35,2.3,<rating>2.3</rating>
262,What do you call a black man flying a plane? The pilot.,1.88,1.0,<rating>1.0</rating>
5171,My life has been going round in circles recently. I'm starting to think that my wheelchair is faulty.,2.63,1.2,<rating>1.2</rating>
381,They should have never given you girls fake eyelashes. This chick just blinked and it sounded like a flock of pigeons took off.,1.6,1.2,<rating>1.2</rating>
6121,Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.,3.0,1.2,<rating>1.2</rating>
1823,What do you call a Muslim woman with an opinion? A corpse.,1.68,0.0,<rating>0.0</rating>
894,"Well I was going to donate blood today until.... the lady got all personal and started asking, ""Who's blood is this?"" and ""How did you get it?""",3.25,1.2,<rating>1.2</rating>
531,How do you say Constipated in German? Farfrompoopin,2.2,1.2,<rating>1.2</rating>
1144,What borders on insanity? Canada and Mexico....,3.05,1.0,<rating>1.0</rating>
3262,"An Egyptian man won't accept that he is a bad swimmer, so he jumped into the river... He's still in the Nile.",1.95,1.2,<rating>1.2</rating>
5988,The Invisible Man and The Invisible Woman got married. Their kids aren't anything to look at.,3.25,1.0,<rating>1.0</rating>
3244,The other day I tweeted about a married black woman hitting on me #blackwivesflatter,1.95,1.2,<rating>1.2</rating>
6447,"Dad, are we pyromaniacs? Yes, we arson.",3.25,1.2,<rating>1.2</rating>
2418,Give a white man a fish and he'll eat for a day. Give a black man a fishing rod and he'll fish your car keys through your letterbox.,1.28,1.2,<rating>1.2</rating>
7380,Got a new job at the guillotine factory. I'll beheading there shortly.,3.6,0.0,<rating>0.0</rating>
3674,A double-amputee walks into a bar Then he remembers he's already legless and walks out again.,2.05,1.2,<rating>1.2</rating>
1131,What do you call a gay rubber band? An elasstickle,1.0,1.2,<rating>1.2</rating>
2536,In which country are they refusing to use wi-fi and bluetooth? In wireland,2.11,1.2,<rating>1.2</rating>
3676,What did the elephant say to the naked man? How do you breathe through that tiny thing?,3.55,1.2,<rating>1.2</rating>
7820,There's too much news now. I just found out about the new aluminum tariff from my Snapple cap.,2.44,1.2,<rating>1.2</rating>
178,Did you hear about the girl who went fishing with three guys? She came back with a red snapper.,1.79,1.0,<rating>1.0</rating>
6333,Why was Abraham Lincoln never put in jail? Because he was in a cent.,2.6,1.2,<rating>1.2</rating>
6219,Just watched the trailer to Onward ... it's a father- son story?! I'm not ready. Need to find a way to watch it but not in front of Vanessa cause I'm def gonna be crying. Maybe I should fake an allergy,1.43,2.3,<rating>2.3</rating>
855,Why black people are so good with basketball? They can shoot and steal without being arrested.,1.95,1.2,<rating>1.2</rating>
1531,The Roomba's battery died when it was only half done cleaning the house and I've never related more to a machine in my life,2.95,1.2,<rating>1.2</rating>
1997,"I know all the days of the week are supposed to seem the same under quarantine, but somehow Saturday and Sunday still feel like the weekend to me. And I hate weekends.",1.25,1.2,<rating>1.2</rating>
7468,"By legalizing Cannabis and; same-sex marriage we interpreted the bible correctly. ""A man who lays with another man should be stoned.""",2.67,1.2,<rating>1.2</rating>
3300,You know why we never see retarded black kids? Because God only punishes once.,1.29,0.0,<rating>0.0</rating>
1126,So it turns out that fat bearded man whose lap I was sitting on at the mall wasn't Santa. LOL drugs.,2.44,0.0,<rating>0.0</rating>
1072,"There are several Muslim kids in my school, and the lack of ambition they all have is truly startling. None seem to care what they'll be when they blow up.",1.37,1.2,<rating>1.2</rating>
3512,What do you call people who hate long sentences? Criminals.,2.6,1.0,<rating>1.0</rating>
2100,Why did the man commit suicide? To get to the other side,1.65,1.0,<rating>1.0</rating>
997,Two Irish men talking. - I saw my girlfriend going to the movies with another guy the other night. - Oh my god. Did you follow them? - No. - Why not? - I had watched the movie before.,3.05,1.2,<rating>1.2</rating>
7882,I dated a girl with a lazy eye once. It turns out she was seeing someone else on the side.,3.05,1.2,<rating>1.2</rating>
5986,This is the 47th wedding I've ruined. When I hit 50 I can retire. Conan And Friends https://t.co/RroiPVFp1m,1.95,1.2,<rating>1.2</rating>
3818,"Lady Doritos are a lot quieter, especially after you piss them off... then they really give you the silent treatment.",1.2,1.2,<rating>1.2</rating>
3752,"Some people bring blessings wherever they go, others whenever they go",2.71,0.0,<rating>0.0</rating>
5811,So embarrassing when you compliment a lady on her large belly and it turns out she's just pregnant.,2.06,1.2,<rating>1.2</rating>
6530,"In 1990, Mr. Rogers sued the Ku Klux Klan for pretending to be him.",1.0,1.0,<rating>1.0</rating>
7772,My girlfriends threatened to leave me because of my obsession with flamingos.... So I've had to put my foot down.,2.32,1.2,<rating>1.2</rating>
2412,"If I was a Muslim, I'd want to hide my face too.",1.24,0.0,<rating>0.0</rating>
4607,"WHAT DO WE WANT? ""Hearing aids."" ""WHEN DO WE WANT THEM?"" ""Hearing aids.""",3.47,0.0,<rating>0.0</rating>
6227,duck: [sees my bread] i lust for crust me: no duck: c'mon that dough make me go oh me: it'll make you sick duck: i am a beast for the yeast baby,1.8,1.2,<rating>1.2</rating>
4364,How is being a Jew like eating a burrito? It's really not a problem until they give you gas.,1.65,1.2,<rating>1.2</rating>
2159,"My son thinks he's really smart now that he goes to school. When he came home yesterday he boasted ""Onions are the only food that can make you cry"" So I threw a Coconut at his head.",3.05,1.2,<rating>1.2</rating>
7305,"Historical fact: When Galileo said the Earth revolves around the Sun, Pope Paul V said, 'Fake news. Sad.'",2.17,1.2,<rating>1.2</rating>
175,I got thrown out a strip club last night for using monopoly money. I don't see why I should pay real money to see fake boobs.,3.25,2.3,<rating>2.3</rating>
6725,"Musicologists now believe Beethoven wasn't really deaf, he just pretended to be to avoid hearing Schubert's boring stories about his fraternity pranks.",2.65,1.2,<rating>1.2</rating>
3553,"What sound does a Japanese camera make? ""Crick""",1.21,1.0,<rating>1.0</rating>
5023,Just finishing up my taxes and am now a little worried about my tax software. It just recommended I slip across the border into Mexico.,2.89,1.2,<rating>1.2</rating>
7213,"""The swear jar is full. What do we do now?"" ""We buy a fucking boat and sail out of this bullshit town.""",1.6,2.3,<rating>2.3</rating>
2507,What happens when a Chinese man with a boner runs into a wall? He breaks his nose.,1.95,1.2,<rating>1.2</rating>
7832,I wasnn't allowed in a fraternity in college because I was circumcised. Apparently you need to be a complete dick.,3.6,2.3,<rating>2.3</rating>
6648,me: i wish i were the most beautiful person in the world genie: ok [snaps fingers] me: [blushing] omg nothing has changed genie: i tried but you're just so ugly,2.47,1.2,<rating>1.2</rating>
3976,People say the back of my head looks really nice. But I don't see it.,2.74,1.2,<rating>1.2</rating>
6166,This joke is so dark that I hope it doesn't get shot by the police.,2.05,0.0,<rating>0.0</rating>
2117,My buddy Kirk was the waiter...can anyone spot the real blood pouring out of his head behind his ear? Took one for the team! Thanks again!,0.64,1.2,<rating>1.2</rating>
7253,"My wife's cooking is so bad, we don't pray before but after our meal.",3.2,1.2,<rating>1.2</rating>
3323,"I was in a liquor store and an employee asked me ""Do you need help?"" I said ""Yes, but I'm going to get whiskey instead""",3.26,1.2,<rating>1.2</rating>
6060,"I'm trying to introduce my wife to my Scooby Doo sex fantasy. I think it's working, she said we should split up. She went to her parents house and I'm looking for clues in the garden.",2.25,2.3,<rating>2.3</rating>
7589,What do you call a Communist sniper? A Marxman. corny,2.0,1.2,<rating>1.2</rating>
110,[Group Therapy in Insane Asylum] Therapist: Let's talk about the desires we have to hurt people. Psycho 1: I want to kill people Psycho 2: I want to eat people Psycho 3: I want to post Game Of Thrones spoilers Psycho 1 and 2: What is wrong with you? That is really messed up.,2.74,1.2,<rating>1.2</rating>
7506,The most important part of making LABOR DAY jokes is to have a PREGNANT PAUSE before you DELIVER the punch line. This is some of the best comedy gold I've ever written.,1.63,1.2,<rating>1.2</rating>
2524,Titanic sank 103 years ago... ...making it the only thing your mom didn't go down on! Hi-YO!,2.45,1.2,<rating>1.2</rating>
3330,Italian Guy with a problem What do you call an Italian guy with one arm shorter than the other?  A Speech Impediment :),1.3,1.2,<rating>1.2</rating>
1838,My wife thinks I don't give her enough privacy. At least that's what she said in her diary.,3.4,1.2,<rating>1.2</rating>
1296,What is a Cell? something you keep black people in,1.55,0.0,<rating>0.0</rating>
7688,"A man who pretends to be rich in order to attract pretty, young women is not a ""Sugar Daddy"". He's an artificial sweetner.",3.33,2.3,<rating>2.3</rating>
4846,What do gays and melons have in common? cantaloupe...,1.85,1.0,<rating>1.0</rating>
3910,Why do Scotsmen wear kilts. Cause a sheep can hear a zipper a mile away.,2.53,1.2,<rating>1.2</rating>
1197,How do they separate the Men from the Boys in the Navy? With a crowbar. h,1.32,1.2,<rating>1.2</rating>
7056,My therapist won't validate my parking but he will validate my feelings about it.,3.05,2.3,<rating>2.3</rating>
6640,Walking into a fro-yo shop is probably what it's like walking into a Japanese girl's purse.,0.68,1.2,<rating>1.2</rating>
4857,It's ironic the first thing blacks buy when they get money is a chain to put round their neck. They miss the good old days as much as we do.,1.19,1.2,<rating>1.2</rating>
1201,"How much does it cost Santa to park his sleigh? Nothing, it's on the house.",3.05,1.2,<rating>1.2</rating>
177,What do you do when a blonde throws a grenade at you? Pull the pin and throw it back.,3.0,1.0,<rating>1.0</rating>
3510,"Soccer player calls his wife after a game... Player: ""I scored two goals!!"" Wife: ""Great! What was the end scored?"" Player: ""1:1""",1.85,1.2,<rating>1.2</rating>
4901,I hate how your family stops giving you money for your birthday as you get older. I need it more now than when I was 7 Auntie Barbara. I'm starving.,3.1,1.2,<rating>1.2</rating>
3111,I read a book about a transsexual woman with a speech impediment.. It was titled 'Man or Myth',1.83,1.2,<rating>1.2</rating>
1446,Remember collect calls y'all?'Heard you walkin around town in your drawers' made me Love Is,0.33,1.2,<rating>1.2</rating>
1566,"When my girlfriend and I decided to make it official, I told her: I have to tell you, before we met, I was... well...promiscuous. Oh cool she exclaimed. I love Greek mythology.",2.65,1.5,<rating>1.5</rating>
5422,Where do nazis go on vacation? The holocoast.,1.6,0.0,<rating>0.0</rating>
1297,I always carry a picture of my wife and children in my wallet. It reminds me why there's no money in there.,3.15,2.3,<rating>2.3</rating>
3122,"Want some juicy Hollywood gossip? After three drinks, I sometimes mispronounce 'Charlize Theron.'",1.67,1.2,<rating>1.2</rating>
7781,"If your wife says ""what would you do without me?"" ""Live happily ever after"" is NOT the correct answer. Brrrr it's cold in this doghouse :(",2.89,1.2,<rating>1.2</rating>
2740,Jenga but with Toblerone bars.,1.29,1.0,<rating>1.0</rating>
7917,What do you call an apology written in dots and dashes? Re-morse code.,2.9,2.0,<rating>2.0</rating>
1941,"My wife said last night: ""You treat our marriage like it's some sort of game."" Unfortunately, this cost her 12 points and a bonus chance.",2.9,1.2,<rating>1.2</rating>
1742,Why do people think memory foam is so great? It forgets what you look like after like 10 seconds. That's almost as bad as a goldfish,1.6,1.2,<rating>1.2</rating>
6975,I was sexually active at 12 It's now 12:15 and my arm is killing me,3.0,1.2,<rating>1.2</rating>
5614,What seperates black people and white people? The bars. Shoutout to my bud Treyvon for this joke from almost 7 years ago.,1.75,1.2,<rating>1.2</rating>
408,all gay people open this ㅤㅤ god is a woman,0.27,0.0,<rating>0.0</rating>
792,Me: it hurts when I do this Doctor: sit on a table? Me: no share a room with the man my wife is sleeping with *the silence is a new pain*,1.84,1.2,<rating>1.2</rating>
5889,"🎶 Haters keep my name in their mouth, now they’re gagging🎶",1.1,1.2,<rating>1.2</rating>
970,What did Santa say to Mrs. Claus when he saw a thunderstorm? Looks like reindeer.,2.9,1.2,<rating>1.2</rating>
3386,"A lawyer was caught jerking off in a grocery store. The arresting officer asked the lawyer ""Why did you do it? Aren't you afraid of going to jail?"" The lawyer responded, ""I knew I'd get myself off""",2.85,1.2,<rating>1.2</rating>
4147,A woman walks into a bar and asks the bartender for a double entendre. So he gave her one. rofl,1.3,0.0,<rating>0.0</rating>
4662,"From now on, rather than a gendered pronoun, I would like to be referred to as the elusive fifth flavor 'umami.'",1.3,1.2,<rating>1.2</rating>
1375,Guess who I bumped into on my way to get my glasses fixed? Everybody.,3.21,1.0,<rating>1.0</rating>
2810,"""Doctor Doctor, I feel like a pair of curtains.."" I advised him to contact Facebook to set it as one of the gender options on the sign up menu.",1.28,1.2,<rating>1.2</rating>
2071,A guy asks his girlfriend make him feel awesome and sad at the same time Girlfriend: Out of all your friends you have the biggest penis,3.15,1.2,<rating>1.2</rating>
3631,I wondered why the frisbee was getting bigger... Then it hit me.,3.15,1.0,<rating>1.0</rating>
4100,The Chinese are like a box of Chocolates They kill dogs.,1.63,0.0,<rating>0.0</rating>
1921,"I keep seeing the quote on women's tinder profiles, ""If I was meant to be controlled I would have come with a remote."" Jokes in them, I've been turning women off for years without a remote.",2.7,2.3,<rating>2.3</rating>
404,My wife found out i was cheating on her after she found all the letters I was hiding. She got so mad and said she's never gonna play scrabble with me ever again,3.35,1.2,<rating>1.2</rating>
1904,"herman melville: i've finally finished my novel, moby penis editor: can we talk about the title herman melville: it's now moby dick and if i hear one more word it will be moby cock",1.89,1.5,<rating>1.5</rating>
4920,"Whats fat on the bottom, skinny on the top, and has ears? Mountains! ...what? You've never head of mountaineers?",2.1,1.0,<rating>1.0</rating>
2112,I've finally stopped drinking for good. Now I drink for evil,3.2,1.2,<rating>1.2</rating>
6799,"My girlfriend left me because she said I'm a ""Clueless idiot."" I didn't even know I had a girlfriend.",2.4,1.2,<rating>1.2</rating>
2847,*Being dragged from the halls of power again* GRAVES SHOULD BE VERTICAL IT WOULD SAVE SO MUCH SPACE JUST LET ME SHOW YOU,1.12,1.2,<rating>1.2</rating>
2699,You never see churches with free WiFi because no church wants to compete with an invisible power that actually works.,2.3,1.2,<rating>1.2</rating>
103,Did you find it difficult being queer in a Black Greek Letter Org? Auntie Red Tweet Tea,0.27,0.0,<rating>0.0</rating>
1735,"Watching sports desk, a pro sports team signed a player for barely a million dollars a season Me: hah, what a loser Also me: eating macaroni and cheese because meat is too expensive",2.2,1.2,<rating>1.2</rating>
5058,I busted my nose earlier today... I suppose women can call the aftermath a hot mess.,0.59,1.2,<rating>1.2</rating>
3833,*At a party* STRANGER: Are you that guy who brags about weird shit? ME: No I'm the guy who takes the longest baths in the city.,2.3,1.2,<rating>1.2</rating>
5562,"My wife said to me: ""Why don't you treat me like you did when we were first dating?"" So I took her out to dinner, to a movie, then I dropped her off at her parents' place.",3.4,1.2,<rating>1.2</rating>
