id,text,humor_rating,predicted_rating,raw_response
1317,"I like how Werther's thought it was necessary specify their candies are the originals, as if other companies were copying their disgusting old person candies.",2.25,3.0,<rating>3</rating>
2181,When applying for new jobs state under illnesses and disabilities that you have narcolepsy and Tourettes. Not only can you sleep on the job but if anybody tries to wake you up you can tell them to fuck off.,2.65,3.0,<rating>3</rating>
1228,The best way to understand what it's like to be Canadian is to walk a kilometre in their snowshoes.,2.06,3.0,<rating>3</rating>
5529,A black man is speeding down the motorway and he dies. How? He sticks his head out of the window and his lips beat him to death.,1.16,3.0,<rating>3</rating>
7896,I asked my best friend if he was gay or not. I never got a straight answer.,2.7,3.0,<rating>3</rating>
3406,All out of clean spoons so I guess I'll just eat this fat free yogurt with my gun.,0.82,3.0,<rating>3</rating>
2882,"My girlfriend had a sexual fantasy to roleplay as a 14 year old in bed. I think it's pretty gross. Besides, she'll be 14 in 2 years anyway.",1.95,3.0,<rating>3</rating>
4754,"In Mexico, the KKK is known as the What What What.",2.28,3.0,<rating>3</rating>
6577,"Me: Officer, are you actually crying while you're writing me a speeding ticket? Officer: It was a moving violation",2.85,3.0,<rating>3</rating>
5556,Weird. I've been hitting this wasp's nest with a wiffle ball bat for about five minutes and noth- ok I gotta go,2.65,3.0,<rating>3</rating>
1704,What do you call a Christian who visits shrines? A roamin' Catholic. ROFL,2.0,3.0,<rating>3</rating>
158,It's hard following a clown act My girlfriend dated a clown before we started going together. I've got some pretty big shoes to fill.,2.55,3.0,<rating>3</rating>
2308,Over the weekend I took my wife to the theatre to see a performance that was all about puns. It was a play on words.,3.0,3.0,<rating>3</rating>
6195,"Did you hear about the girl so in love, she'd rather blow her boyfriend than go out shoe shopping? Talk about head over heels!",2.85,3.0,<rating>3</rating>
4168,"In an effort to be sexier for my wife, I figured I'd pluck 60% of my chest hair... 3 of the 5.",1.8,3.0,<rating>3</rating>
1923,"Mocked for being dyslexic? Been there, done that, got the tree shit.",1.71,3.0,<rating>3</rating>
1727,"My girlfriend asked if I was Happy to be fair, she always gets us dwarves confused",2.05,3.0,<rating>3</rating>
1205,"Latest entry in my Gratitude Journal: ""The Altoids people didn't go into the suppository business.""",2.11,3.0,<rating>3</rating>
6402,I'm so excited to finally get a dad bod It's the first time I've ever had a father figure,2.9,3.0,<rating>3</rating>
1811,"They say the Verizon guy switched to Sprint but if you watch the commercial he mouths the words: 'Verizon, I'm sorry, they have my family.'",2.42,3.0,<rating>3</rating>
5164,What does a blonde owl say? Why!,1.7,3.0,<rating>3</rating>
4257,Doctor: Do you want to hear the good news or the bad news? Patient: 'Good news please.' Doctor: 'We're naming a disease after you.',2.65,3.0,<rating>3</rating>
1117,"The collective noun for kangaroos is a ""troop"". What is the collective noun for cars? A lot.",1.89,3.0,<rating>3</rating>
1437,"I like how you're allowed to have 100 cows, but if you have 20 cats people think you're weird. Double standard.",2.44,3.0,<rating>3</rating>
7740,I took a poll the other day. Turns out 100% of people get angry when their tents fall down.,2.47,3.0,<rating>3</rating>
2487,What is the best way to stop a politician? A really strong gust of wind.,1.6,3.0,<rating>3</rating>
2771,"I've decided to start spelling ""eggs"" with only one ""g"" to conserve ""g's"" and reduce my carbon footprint. Everything little bit helps.",2.0,3.0,<rating>3</rating>
2028,What do you call a Mexican dessert that won't sink? Flanboyant,1.5,4.0,<rating>4</rating>
6314,"Girlfriend: Did you fix the dishwasher? Me: Yup *girlfriend opens dishwasher revealing a monkey covered in bubbles, holding a scrub brush*",2.2,5.0,<rating>5</rating>
6901,I once won a fight that was five against one. We really kicked the shit out of that guy.,2.59,3.0,<rating>3</rating>
7988,What do you call the testicles of a peacock? His peanuts,2.63,3.0,<rating>3</rating>
5852,I saw a poor old lady fall over today on the sidewalk! At least I presume she was poor - she only had $1.20 in her purse.,2.53,3.0,<rating>3</rating>
289,Which branch of the United States military is the most patriotic? The Air Force; they're US AF,2.53,3.0,<rating>3</rating>
3546,"What's brown, black and blue and lays at the bottom of a ditch? A brunette that's told one too many blonde jokes.",2.15,3.0,<rating>3</rating>
5737,"With cell phone alarm clocks, there's never been an easier time in the history of mankind for waking up in the morning... yet I somehow still manage to be late for work every morning",2.5,3.0,<rating>3</rating>
3115,How do you know if someone is hitchhiking or maybe just complimenting you on your driving?,2.26,3.0,<rating>3</rating>
6471,"Not to brag, but I have this weird talent in guessing what's inside a wrapped present. It's a gift.",2.53,3.0,<rating>3</rating>
5090,Why did the raging alcoholic throw his wife off a cliff? Tequila,2.0,3.0,<rating>3</rating>
965,My 1-year-old refused to wear her shoes and carried them around instead. She can barely walk and she's already the drunk girl at the party.,2.21,4.0,<rating>4</rating>
5365,"WHEN SOMETHING BAD HAPPENS TO SOMEONE I LIKE: This universe is a cruel and random place. There is no cosmic justice. WHEN SOMETHING BAD HAPPENS TO SOMEONE I DON'T LIKE: Karma strikes again, baby!!!",2.35,3.0,<rating>3</rating>
5864,Yo Mama'a so fat that when she goes to New York people say: That's one Big Apple.,1.9,3.0,<rating>3</rating>
2335,"A man sees a lady with big tits. He asks, ""Can I bite your tits for $1000?"" She agrees, so they go to an alley. She opens her blouse and the man puts his face in her tits for 10 minutes. Eventually the lady asks, ""Aren't you gonna bite them?"" He replies, ""No, it's too expensive.""",2.26,3.0,<rating>3</rating>
5122,What do you call a black person on the moon? A problem What do you call all black people on the moon? A solution,1.75,3.0,<rating>3</rating>
56,The most unbelievable part about Sesame Street (a show with an 8 foot bird) is that there is only one grouch in the whole neighborhood.,2.89,3.0,<rating>3</rating>
5262,How can you tell that your waitress is having a bad day? She has a tampon behind her ear and she can't find her pencil.,2.5,3.0,<rating>3</rating>
6727,Why is crucified Jesus always depicted with six pack abs? He did CrossFit.,2.68,3.0,<rating>3</rating>
369,"Before going to the hairdressers my wife asked me ""What cut do you think would make me more attractive"" ""A fucking power cut"".... was apparently was the wrong answer!",1.25,4.0,<rating>4</rating>
5265,My two favorite things about Easter morning are (1) hiding the eggs and (2) the looks on my kids' faces when the snakes start to hatch.,2.35,3.0,<rating>3</rating>
2436,Her: At least invite me out to dinner. Him: I don't go out with married women. Her: But I'm your wife. Him: I make no exceptions.,3.0,3.0,<rating>3</rating>
7347,genie: i will grant you any wish me: i wish soup was spelled like soop genie: [frowning] no,2.37,3.0,<rating>3</rating>
622,"I've been writing a joke about the whites, blacks and asians... But it's a bit racey.",2.85,3.0,<rating>3</rating>
4278,The Beirut explosion just shows how badly covid is affecting the world. Even the terrorists are working from home.,2.0,3.0,<rating>3</rating>
370,I love when they drop the ball in Times Square. It's a nice reminder of what I did all year.,2.95,3.0,<rating>3</rating>
3281,"No, Grandma. Still not married; but the lady in the Popeye's Chicken commercials keeps calling me ""Honey"" so we'll see where that goes.",2.3,3.0,<rating>3</rating>
1282,How do you know if an Italian person is mute? When you see he has no hands.,1.95,3.0,<rating>3</rating>
7765,Just got the perfect tool for making a good indian flat bread. It's a naan stick pan.,2.33,3.0,<rating>3</rating>
6190,What do a nearsighted gynecologist and a healthy dog have in common? 84% of their dna,0.95,0.0,<rating>0</rating>
658,"America is a country where half the money is spent buying food, and the other half is spent trying to lose weight. Fucking idiots.",2.44,3.0,<rating>3</rating>
3646,This tweet is just a humblebrag that I can spell 'cantaloupe.',1.65,0.0,<rating>0</rating>
2784,Why did Sally fall of the swing? She had no arms. Knock knock (Reader says who's there) Not Sally.,1.75,3.0,<rating>3</rating>
6333,Why was Abraham Lincoln never put in jail? Because he was in a cent.,2.6,3.0,<rating>3</rating>
6089,What do you call a cheap hooker's snatch? Death Valley.,1.63,3.0,<rating>3</rating>
6113,"no doggystyle, no reverse cowboy... only midnight sky",1.6,3.0,<rating>3</rating>
1732,me: [rushing to a flipped over car] oh my god are you okay white girl: save-[cough] save the ukelele,2.18,3.0,<rating>3</rating>
6380,"If you sing in the shower, and no one is around to hear it, is it still horrible?",2.41,3.0,<rating>3</rating>
748,"The benefits of drinking more water include having to go to the bathroom more where you can be on your phone in peace, and that's it.",2.21,3.0,<rating>3</rating>
5435,What do you call a fat girl with a rape whistle? Optimistic,2.25,3.0,<rating>3</rating>
3273,Yo mama's so fat when she turns around they throw her a welcome back party.,2.45,3.0,<rating>3</rating>
6903,My wife and I laugh at how competitive we are. But I laugh more.,3.6,3.0,<rating>3</rating>
400,This is an unbelievable statistic: 18% of all statistics are falsely inflated 106% of the time.,2.3,3.0,<rating>3</rating>
7314,"Guys are like “they/them” is too confusing, but then are experts at Settlers of Catan.",1.81,3.0,<rating>3</rating>
4187,It's so hot out I keep dunking my head into my relationship with my father.,1.37,3.0,<rating>3</rating>
1721,The most unrealistic part of action movies is where the hero puts his kids to bed and they go to sleep right away.,2.68,3.0,<rating>3</rating>
3537,What do my wife and my math teacher have in common? They both love to create problems that I am apparently supposed to solve.,2.6,3.0,<rating>3</rating>
1601,"A Midget Walked Past Me On The Sidewalk Today Wearing A Shirt That Said ""I Hate Black People"" ...I thought to myself ""Well damn- thats a little racist.",3.0,3.0,<rating>3</rating>
5392,My grandfather died because the report said he had Type-A blood Unfortunately it was a Type-O,2.47,3.0,<rating>3</rating>
6544,"After I was arrested, my ex-wife decided to hang a picture of my mugshot on the wall in her living room. But she still won't admit she framed me.",3.4,3.0,<rating>3</rating>
7498,*Driving in my car* MY BRAIN: ... *Walking through the park* MY BRAIN: ... *Relaxing in the tub* MY BRAIN: ... *The second I actually need to concentrate on something* MY BRAIN: DO MONKEYS HAVE THEIR BABIES UP IN THE TREES?!?!?,2.33,3.0,<rating>3</rating>
254,It's weird how I can come up with the wittiest things to say when I'm in the shower... too bad none of the other guys showering at the gym appreciate my humor,2.42,3.0,<rating>3</rating>
844,"Two Arabs are on a plane. One orders a bottle of Champagne and asks the other ""do you want some?"". The other replies ""No thanks, I'll have to drive soon"".",1.59,3.0,<rating>3</rating>
614,date: i like guys who are mysterious me: [afraid she may have learned my horrible secret] haha isn't it great that neither of us has ever made love to a snowman,1.78,3.0,<rating>3</rating>
7430,"**Finds old Ouija board** ""I don't know guys"" ""What's the worst that could happen?"" ""Spirits of the dead give us your message!"" W-E-H-A ""Guys--"" ""Shut up"" W-E-H-A-V-E-U ""Guys--"" ""Keep going"" W-E-H-A-V-E-U-P-D-A-T-E-D-O-U-R-P-R-I-V-A-C-Y-P-O-L-I-C-Y",2.5,3.0,<rating>3</rating>
6121,Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.,3.0,3.0,<rating>3</rating>
4721,What's one advantage of electing a woman president of the United States? We wouldn't have to pay her as much.,1.7,3.0,<rating>3</rating>
1187,What do you call a cowshed in Arabic? A Mubarak,0.47,3.0,<rating>3</rating>
3493,"Earlier, I was driving behind an ambulance when a cooler fell off the back. I stopped and opened it up to find a foot inside.. So I called a toe-truck.",2.75,3.0,<rating>3</rating>
6347,"Accordion to a recent survey, replacing words with the names of musical instruments in a sentence often goes undetected.",2.92,3.0,<rating>3</rating>
6809,"Success is 50% inspiration, 50% perspiration, and 50% THE SECRET PERCENTAGE INCREASER MACHINE.",1.47,3.0,<rating>3</rating>
2073,"My tongue slipped when I was asking my wife to ""pass the milk"" at breakfast. I accidentally said: ""Fuck you Ann you ruined my fucking life""",2.4,3.0,<rating>3</rating>
5920,My ex-girlfriend was like an incompetent tailor... She didn't suit me.,2.21,3.0,<rating>3</rating>
6838,How does Hitler tie his shoes? In little Nazis.,1.95,3.0,<rating>3</rating>
559,What do you call riot police in Germany? Kraut Control,1.79,3.0,<rating>3</rating>
6845,I was helping my dad with construction he told me to get the hammer but I accidentally gave him the drill. He said I could have nailed it but I screwed up.,2.95,3.0,<rating>3</rating>
7577,"Why are male bathrooms on the left, and female bathrooms on the right? Because women are always right, even when they're full of shit.",2.35,3.0,<rating>3</rating>
108,"Someone is suing Canada Dry Ginger Ale because it contains no ginger, so I'd like to formally announce my lawsuit against Panda Express.",2.75,3.0,<rating>3</rating>
24,"My girlfriend is like the square root of -100. She's a 10, but she's imaginary.",2.45,3.0,<rating>3</rating>
3588,What is the most effective way to quit being vegan? Cold turkey.,2.7,3.0,<rating>3</rating>
6943,Is it possible the stock market keeps fluctuating so much because there's a cat sitting on its keyboard?,2.58,3.0,<rating>3</rating>
7785,"A murderer is to be executed by electric chair and the priests asks if he has any last request. The man asks for the priest to hold his hand. Needless to say, the priest was shocked.",2.32,3.0,<rating>3</rating>
2610,Why don't black people listen to country music? Every time the hear the word hoedown they think their sister's been shot.,1.45,3.0,<rating>3</rating>
5844,How can you tell if a groom is Polish? He would be the one with the clean bowling shirt.,1.2,3.0,<rating>3</rating>
6594,What is the difference between a well dressed man on a unicycle and a poorly dressed man on a bicycle? A tire.,2.16,3.0,<rating>3</rating>
2629,Why are camels known as the ships of the desert? Because they're filled with Arab semen.,1.35,3.0,<rating>3</rating>
1820,"My sex change from male to female went really well. It was so successful, I'm still trying to reverse out of the fucking hospital car park!",1.56,4.0,<rating>4</rating>
3137,"Roses are red, violets are blue. If he's busy on Christmas, the side chick is you!",2.37,3.0,<rating>3</rating>
5537,"Sometimes I log into Facebook from a desktop computer, just to see what it is like to live how our ancestors used to.",2.15,3.0,<rating>3</rating>
463,What would you find on a German fire truck? Ladder-hosen,2.0,3.0,<rating>3</rating>
4116,me: [over intercom] what's the only job where it's okay to get high at work passengers: me: a pilot lol passengers: oh thank god me: anyway if you look to your left you should see a dragon,2.47,3.0,<rating>3</rating>
4864,satan: welcome to hell me: i guess you could say this is a really hot sp- satan: a hot spot yeah ok fucking settle down,1.9,3.0,<rating>3</rating>
7264,What's the difference between a hooker and Jesus? The look on their face when you're nailing them.,2.5,3.0,<rating>3</rating>
4957,"I asked my sister how her blind date went ""Oh it was terrible"" she said, ""He showed up in a 1948 Rolls-Royce."" ""So what's so bad about *that*?"" I asked. Apparently he was the original owner.",3.47,3.0,<rating>3</rating>
3793,romans: [whipping jesus] jesus: i swear this is one of those random boners,1.84,3.0,<rating>3</rating>
4283,The only time it's appropriate to tell someone 'it's the least I could do' is after they say 'thanks for nothing' to you.,2.62,3.0,<rating>3</rating>
5535,We should make it a rule not to post any jokes about the un-employed here. They just don't work.,2.45,3.0,<rating>3</rating>
1215,What do you call a broken can opener A can't opener,2.42,3.0,<rating>3</rating>
4540,[at the chiropractor] Chiropractor: What needs adjusting? Me: My whole life. I'm hoping you can take care of it by breaking my neck like they do in the movies?? Chiropractor: ...,1.94,3.0,<rating>3</rating>
3710,I like my women like i like my computer Turned on On my lap Virus free,2.3,3.0,<rating>3</rating>
7923,Where are dead computer hackers buried? In decrypt.,2.75,3.0,<rating>3</rating>
4850,"It would be cool to get to a level of success where I can say the phrase: ""People always ask me..."" Right now people don't ask me about shit, nor should they.",2.64,3.0,<rating>3</rating>
7486,I've just noticed my wife is wearing her sexy underwear. This can only mean one thing She's behind with the washing.,2.65,3.0,<rating>3</rating>
4343,What did the Muslim bring to the Holiday party? Falafel and hummus.,0.53,3.0,<rating>3</rating>
7865,"If you're flying on an aircraft and you hear the infamous announcement ""Does anyone know how to fly a plane?"" Your answer should always be ""Yes"". If you're going to die, you may as well die flying a fucking jumbo jet.",2.6,3.0,<rating>3</rating>
5647,A colon in a sentence can make a huge difference For example: Johnny ate his own lunch after school. Johnny ate his own colon after school.,2.53,3.0,<rating>3</rating>
5001,"My daughter wanted a bouncy castle for her birthday. The guy said the rental was $50 and the set-up fee was $1000 dollars. I said, ""That's outrageous!"" He just shrugged and said, ""That's inflation for you.""",3.1,3.0,<rating>3</rating>
480,"Hell hath no fury like your kid catching you throwing away anything, EVER. I smuggle out broken crayons like a mexican drug lord.",2.55,4.0,<rating>4</rating>
5629,What do they call pita bread in Mexico? Pita pan,1.63,3.0,<rating>3</rating>
6795,Alabama changed the legal drinking age to 33. They're trying to keep it out of high schools.,3.33,3.0,<rating>3</rating>
6197,You always have to be extra careful when driving through a predominantly black neighborhood at night. Because black people are super hard to see in the dark.,1.58,3.0,<rating>3</rating>
7109,My girlfriend wanted to have a talk about how childish i am But she didn't have the secret password to my pillow fort so she couldn't get in,3.1,3.0,<rating>3</rating>
6203,I know several jokes in sign language. I guarantee nobody has ever heard them.,2.95,3.0,<rating>3</rating>
2867,What do you call it when all your mother's sisters gather at your funeral to avenge your death? Vigil aunties.,1.8,4.0,<rating>4</rating>
239,Don't you think that when people take the hyphen out of a smiley it looks like someone with Down Syndrome :),1.11,3.0,<rating>3</rating>
