id_a,id_b,rating_a,rating_b,expected,prediction,is_correct,raw_response
36,24,2.8359,-0.9482,A,B,False,<answer>B</answer>
74,88,-0.6075,2.2936,B,B,True,<answer>B</answer>
144,20,1.8201,-0.7028,A,B,False,<answer>B</answer>
79,66,0.3077,2.8104,B,B,True,<answer>B</answer>
132,71,3.2287,1.0666,A,B,False,<answer>B</answer>
141,119,-2.7388,2.7341,B,B,True,<answer>B</answer>
110,34,2.7549,0.7403,A,B,False,<answer>B</answer>
5,21,-2.0346,3.0111,B,B,True,<answer>B</answer>
148,140,2.9682,0.5753,A,B,False,<answer>B</answer>
124,102,-2.0039,1.161,B,B,True,<answer>B</answer>
118,124,1.9724,-2.0039,A,B,False,<answer>B</answer>
19,126,0.7849,3.107,B,B,True,<answer>B</answer>
37,5,0.1476,-2.0346,A,B,False,<answer>B</answer>
131,110,0.7387,2.7549,B,B,True,<answer>B</answer>
132,74,3.2287,-0.6075,A,B,False,<answer>B</answer>
100,105,1.0409,3.6604,B,B,True,<answer>B</answer>
61,13,1.8912,-0.6712,A,B,False,<answer>B</answer>
20,73,-0.7028,1.7547,B,B,True,<answer>B</answer>
68,41,3.2979,0.1034,A,B,False,<answer>B</answer>
64,132,-0.0642,3.2287,B,B,True,<answer>B</answer>
22,5,1.2674,-2.0346,A,B,False,<answer>B</answer>
85,65,0.2626,2.5719,B,B,True,<answer>B</answer>
66,19,2.8104,0.7849,A,B,False,<answer>B</answer>
123,72,-0.2732,3.4274,B,B,True,<answer>B</answer>
56,57,2.4623,-0.3931,A,B,False,<answer>B</answer>
141,59,-2.7388,1.2802,B,B,True,<answer>B</answer>
119,79,2.7341,0.3077,A,B,False,<answer>B</answer>
15,48,-1.4361,2.7303,B,B,True,<answer>B</answer>
119,8,2.7341,-0.7048,A,B,False,<answer>B</answer>
136,148,0.4763,2.9682,B,B,True,<answer>B</answer>
31,123,2.3726,-0.2732,A,B,False,<answer>B</answer>
101,144,-0.2429,1.8201,B,B,True,<answer>B</answer>
83,67,2.4687,-0.05,A,B,False,<answer>B</answer>
15,147,-1.4361,1.7825,B,B,True,<answer>B</answer>
104,102,3.3342,1.161,A,B,False,<answer>B</answer>
67,145,-0.05,2.4688,B,B,True,<answer>B</answer>
104,37,3.3342,0.1476,A,B,False,<answer>B</answer>
15,17,-1.4361,0.6878,B,B,True,<answer>B</answer>
129,101,3.4788,-0.2429,A,B,False,<answer>B</answer>
16,134,-1.554,3.1538,B,B,True,<answer>B</answer>
92,15,1.9789,-1.4361,A,A,True,<answer>A</answer>
16,95,-1.554,1.2064,B,A,False,<answer>A</answer>
49,123,3.0086,-0.2732,A,B,False,<answer>B</answer>
67,89,-0.05,3.561,B,B,True,<answer>B</answer>
106,141,3.2891,-2.7388,A,A,True,<answer>A</answer>
33,121,-0.1921,2.3055,B,B,True,<answer>B</answer>
35,60,3.4691,1.0683,A,B,False,<answer>B</answer>
19,50,0.7849,3.1685,B,B,True,<answer>B</answer>
126,74,3.107,-0.6075,A,B,False,<answer>B</answer>
24,56,-0.9482,2.4623,B,B,True,<answer>B</answer>
31,16,2.3726,-1.554,A,A,True,<answer>A</answer>
24,94,-0.9482,1.9001,B,B,True,<answer>B</answer>
97,8,2.8789,-0.7048,A,B,False,<answer>B</answer>
123,35,-0.2732,3.4691,B,B,True,<answer>B</answer>
108,79,3.2463,0.3077,A,B,False,<answer>B</answer>
7,127,-1.9438,3.1325,B,B,True,<answer>B</answer>
49,64,3.0086,-0.0642,A,B,False,<answer>B</answer>
23,69,1.0795,3.2246,B,B,True,<answer>B</answer>
28,58,2.1759,-1.2742,A,A,True,<answer>A</answer>
123,27,-0.2732,2.9338,B,B,True,<answer>B</answer>
150,7,2.7705,-1.9438,A,B,False,<answer>B</answer>
37,49,0.1476,3.0086,B,B,True,<answer>B</answer>
61,58,1.8912,-1.2742,A,B,False,<answer>B</answer>
71,104,1.0666,3.3342,B,B,True,<answer>B</answer>
54,34,2.8787,0.7403,A,B,False,<answer>B</answer>
5,30,-2.0346,1.0531,B,B,True,<answer>B</answer>
117,13,3.2127,-0.6712,A,B,False,<answer>B</answer>
20,107,-0.7028,2.5622,B,B,True,<answer>B</answer>
83,5,2.4687,-2.0346,A,B,False,<answer>B</answer>
20,129,-0.7028,3.4788,B,B,True,<answer>B</answer>
66,34,2.8104,0.7403,A,B,False,<answer>B</answer>
13,148,-0.6712,2.9682,B,B,True,<answer>B</answer>
132,85,3.2287,0.2626,A,A,True,<answer>A</answer>
18,26,-0.1343,2.5194,B,B,True,<answer>B</answer>
128,52,2.568,0.0932,A,A,True,<answer>A</answer>
124,28,-2.0039,2.1759,B,B,True,<answer>B</answer>
126,7,3.107,-1.9438,A,A,True,<answer>A</answer>
41,31,0.1034,2.3726,B,B,True,<answer>B</answer>
56,20,2.4623,-0.7028,A,B,False,<answer>B</answer>
15,142,-1.4361,2.0449,B,B,True,<answer>B</answer>
107,141,2.5622,-2.7388,A,B,False,<answer>B</answer>
146,138,0.205,2.7627,B,B,True,<answer>B</answer>
122,5,2.548,-2.0346,A,B,False,<answer>B</answer>
24,112,-0.9482,2.2284,B,B,True,<answer>B</answer>
137,141,1.7137,-2.7388,A,B,False,<answer>B</answer>
124,107,-2.0039,2.5622,B,B,True,<answer>B</answer>
38,123,1.8218,-0.2732,A,B,False,<answer>B</answer>
5,150,-2.0346,2.7705,B,A,False,<answer>A</answer>
69,15,3.2246,-1.4361,A,B,False,<answer>B</answer>
41,106,0.1034,3.2891,B,B,True,<answer>B</answer>
118,44,1.9724,-0.8796,A,A,True,<answer>A</answer>
37,81,0.1476,2.1495,B,B,True,<answer>B</answer>
93,18,2.7578,-0.1343,A,B,False,<answer>B</answer>
20,83,-0.7028,2.4687,B,B,True,<answer>B</answer>
68,7,3.2979,-1.9438,A,A,True,<answer>A</answer>
74,73,-0.6075,1.7547,B,B,True,<answer>B</answer>
63,7,2.9096,-1.9438,A,A,True,<answer>A</answer>
5,56,-2.0346,2.4623,B,B,True,<answer>B</answer>
50,140,3.1685,0.5753,A,A,True,<answer>A</answer>
58,114,-1.2742,3.209,B,B,True,<answer>B</answer>
147,123,1.7825,-0.2732,A,B,False,<answer>B</answer>
131,89,0.7387,3.561,B,B,True,<answer>B</answer>
111,15,2.7169,-1.4361,A,B,False,<answer>B</answer>
24,121,-0.9482,2.3055,B,B,True,<answer>B</answer>
143,52,2.7529,0.0932,A,B,False,<answer>B</answer>
8,107,-0.7048,2.5622,B,B,True,<answer>B</answer>
65,124,2.5719,-2.0039,A,B,False,<answer>B</answer>
71,134,1.0666,3.1538,B,B,True,<answer>B</answer>
148,41,2.9682,0.1034,A,B,False,<answer>B</answer>
141,128,-2.7388,2.568,B,B,True,<answer>B</answer>
108,34,3.2463,0.7403,A,B,False,<answer>B</answer>
74,115,-0.6075,1.6301,B,B,True,<answer>B</answer>
132,18,3.2287,-0.1343,A,A,True,<answer>A</answer>
124,135,-2.0039,1.9265,B,A,False,<answer>A</answer>
31,79,2.3726,0.3077,A,B,False,<answer>B</answer>
51,96,-0.4471,2.3047,B,B,True,<answer>B</answer>
109,15,2.0948,-1.4361,A,B,False,<answer>B</answer>
136,114,0.4763,3.209,B,B,True,<answer>B</answer>
68,64,3.2979,-0.0642,A,A,True,<answer>A</answer>
102,68,1.161,3.2979,B,B,True,<answer>B</answer>
103,141,0.8182,-2.7388,A,A,True,<answer>A</answer>
51,66,-0.4471,2.8104,B,B,True,<answer>B</answer>
119,140,2.7341,0.5753,A,B,False,<answer>B</answer>
141,35,-2.7388,3.4691,B,B,True,<answer>B</answer>
108,124,3.2463,-2.0039,A,B,False,<answer>B</answer>
24,122,-0.9482,2.548,B,A,False,<answer>A</answer>
98,67,2.2649,-0.05,A,B,False,<answer>B</answer>
75,68,-0.8116,3.2979,B,B,True,<answer>B</answer>
68,124,3.2979,-2.0039,A,B,False,<answer>B</answer>
44,129,-0.8796,3.4788,B,B,True,<answer>B</answer>
32,124,3.4268,-2.0039,A,A,True,<answer>A</answer>
41,48,0.1034,2.7303,B,B,True,<answer>B</answer>
97,57,2.8789,-0.3931,A,B,False,<answer>B</answer>
18,88,-0.1343,2.2936,B,B,True,<answer>B</answer>
83,24,2.4687,-0.9482,A,B,False,<answer>B</answer>
43,117,0.3014,3.2127,B,B,True,<answer>B</answer>
47,24,2.9259,-0.9482,A,B,False,<answer>B</answer>
58,40,-1.2742,1.4805,B,B,True,<answer>B</answer>
97,41,2.8789,0.1034,A,B,False,<answer>B</answer>
33,72,-0.1921,3.4274,B,B,True,<answer>B</answer>
89,33,3.561,-0.1921,A,B,False,<answer>B</answer>
136,126,0.4763,3.107,B,B,True,<answer>B</answer>
113,44,1.4335,-0.8796,A,A,True,<answer>A</answer>
52,96,0.0932,2.3047,B,B,True,<answer>B</answer>
32,25,3.4268,1.1958,A,A,True,<answer>A</answer>
55,148,0.4726,2.9682,B,B,True,<answer>B</answer>
107,51,2.5622,-0.4471,A,B,False,<answer>B</answer>
55,36,0.4726,2.8359,B,B,True,<answer>B</answer>
42,7,1.5707,-1.9438,A,A,True,<answer>A</answer>
24,118,-0.9482,1.9724,B,B,True,<answer>B</answer>
137,13,1.7137,-0.6712,A,B,False,<answer>B</answer>
85,149,0.2626,2.3946,B,B,True,<answer>B</answer>
29,74,2.9428,-0.6075,A,B,False,<answer>B</answer>
124,19,-2.0039,0.7849,B,B,True,<answer>B</answer>
35,46,3.4691,1.3077,A,B,False,<answer>B</answer>
102,106,1.161,3.2891,B,B,True,<answer>B</answer>
126,17,3.107,0.6878,A,B,False,<answer>B</answer>
15,45,-1.4361,1.5528,B,B,True,<answer>B</answer>
117,16,3.2127,-1.554,A,A,True,<answer>A</answer>
101,56,-0.2429,2.4623,B,B,True,<answer>B</answer>
54,16,2.8787,-1.554,A,B,False,<answer>B</answer>
52,127,0.0932,3.1325,B,B,True,<answer>B</answer>
122,52,2.548,0.0932,A,B,False,<answer>B</answer>
18,117,-0.1343,3.2127,B,B,True,<answer>B</answer>
127,71,3.1325,1.0666,A,B,False,<answer>B</answer>
85,121,0.2626,2.3055,B,B,True,<answer>B</answer>
42,24,1.5707,-0.9482,A,B,False,<answer>B</answer>
67,72,-0.05,3.4274,B,B,True,<answer>B</answer>
28,41,2.1759,0.1034,A,B,False,<answer>B</answer>
5,62,-2.0346,3.1837,B,B,True,<answer>B</answer>
135,5,1.9265,-2.0346,A,B,False,<answer>B</answer>
140,143,0.5753,2.7529,B,B,True,<answer>B</answer>
65,5,2.5719,-2.0346,A,B,False,<answer>B</answer>
85,127,0.2626,3.1325,B,B,True,<answer>B</answer>
53,40,3.6316,1.4805,A,B,False,<answer>B</answer>
37,119,0.1476,2.7341,B,B,True,<answer>B</answer>
146,124,0.205,-2.0039,A,B,False,<answer>B</answer>
67,27,-0.05,2.9338,B,B,True,<answer>B</answer>
94,16,1.9001,-1.554,A,A,True,<answer>A</answer>
141,21,-2.7388,3.0111,B,B,True,<answer>B</answer>
133,13,1.4319,-0.6712,A,B,False,<answer>B</answer>
44,117,-0.8796,3.2127,B,B,True,<answer>B</answer>
72,103,3.4274,0.8182,A,B,False,<answer>B</answer>
43,150,0.3014,2.7705,B,A,False,<answer>A</answer>
50,102,3.1685,1.161,A,B,False,<answer>B</answer>
5,142,-2.0346,2.0449,B,B,True,<answer>B</answer>
132,136,3.2287,0.4763,A,B,False,<answer>B</answer>
8,66,-0.7048,2.8104,B,B,True,<answer>B</answer>
42,15,1.5707,-1.4361,A,B,False,<answer>B</answer>
51,122,-0.4471,2.548,B,A,False,<answer>A</answer>
25,24,1.1958,-0.9482,A,B,False,<answer>B</answer>
23,89,1.0795,3.561,B,B,True,<answer>B</answer>
92,74,1.9789,-0.6075,A,B,False,<answer>B</answer>
37,128,0.1476,2.568,B,B,True,<answer>B</answer>
50,146,3.1685,0.205,A,B,False,<answer>B</answer>
24,90,-0.9482,1.7162,B,B,True,<answer>B</answer>
78,7,2.2525,-1.9438,A,A,True,<answer>A</answer>
74,93,-0.6075,2.7578,B,B,True,<answer>B</answer>
143,146,2.7529,0.205,A,B,False,<answer>B</answer>
52,138,0.0932,2.7627,B,B,True,<answer>B</answer>
88,15,2.2936,-1.4361,A,B,False,<answer>B</answer>
75,59,-0.8116,1.2802,B,B,True,<answer>B</answer>
149,37,2.3946,0.1476,A,B,False,<answer>B</answer>
51,72,-0.4471,3.4274,B,B,True,<answer>B</answer>
49,103,3.0086,0.8182,A,B,False,<answer>B</answer>
52,125,0.0932,2.8201,B,B,True,<answer>B</answer>
62,103,3.1837,0.8182,A,B,False,<answer>B</answer>
75,76,-0.8116,2.9148,B,B,True,<answer>B</answer>
148,52,2.9682,0.0932,A,B,False,<answer>B</answer>
8,87,-0.7048,2.4532,B,B,True,<answer>B</answer>
27,41,2.9338,0.1034,A,B,False,<answer>B</answer>
58,121,-1.2742,2.3055,B,B,True,<answer>B</answer>
26,41,2.5194,0.1034,A,B,False,<answer>B</answer>
124,17,-2.0039,0.6878,B,B,True,<answer>B</answer>
69,67,3.2246,-0.05,A,B,False,<answer>B</answer>
20,148,-0.7028,2.9682,B,B,True,<answer>B</answer>
138,16,2.7627,-1.554,A,B,False,<answer>B</answer>
33,56,-0.1921,2.4623,B,B,True,<answer>B</answer>
77,8,1.5608,-0.7048,A,B,False,<answer>B</answer>
51,139,-0.4471,1.601,B,B,True,<answer>B</answer>
46,5,1.3077,-2.0346,A,B,False,<answer>B</answer>
24,95,-0.9482,1.2064,B,A,False,<answer>A</answer>
21,43,3.0111,0.3014,A,B,False,<answer>B</answer>
44,97,-0.8796,2.8789,B,B,True,<answer>B</answer>
61,20,1.8912,-0.7028,A,B,False,<answer>B</answer>
15,66,-1.4361,2.8104,B,B,True,<answer>B</answer>
55,5,0.4726,-2.0346,A,B,False,<answer>B</answer>
64,78,-0.0642,2.2525,B,B,True,<answer>B</answer>
150,75,2.7705,-0.8116,A,B,False,<answer>B</answer>
43,114,0.3014,3.209,B,B,True,<answer>B</answer>
63,17,2.9096,0.6878,A,B,False,<answer>B</answer>
41,129,0.1034,3.4788,B,B,True,<answer>B</answer>
130,7,1.4385,-1.9438,A,A,True,<answer>A</answer>
140,66,0.5753,2.8104,B,B,True,<answer>B</answer>
36,7,2.8359,-1.9438,A,B,False,<answer>B</answer>
41,134,0.1034,3.1538,B,B,True,<answer>B</answer>
93,131,2.7578,0.7387,A,B,False,<answer>B</answer>
82,104,1.2426,3.3342,B,A,False,<answer>A</answer>
147,44,1.7825,-0.8796,A,B,False,<answer>B</answer>
18,96,-0.1343,2.3047,B,B,True,<answer>B</answer>
36,123,2.8359,-0.2732,A,B,False,<answer>B</answer>
7,72,-1.9438,3.4274,B,B,True,<answer>B</answer>
105,123,3.6604,-0.2732,A,B,False,<answer>B</answer>
51,21,-0.4471,3.0111,B,B,True,<answer>B</answer>
69,8,3.2246,-0.7048,A,B,False,<answer>B</answer>
67,128,-0.05,2.568,B,B,True,<answer>B</answer>
19,141,0.7849,-2.7388,A,A,True,<answer>A</answer>
13,107,-0.6712,2.5622,B,B,True,<answer>B</answer>
69,17,3.2246,0.6878,A,B,False,<answer>B</answer>
24,128,-0.9482,2.568,B,B,True,<answer>B</answer>
53,71,3.6316,1.0666,A,B,False,<answer>B</answer>
44,72,-0.8796,3.4274,B,B,True,<answer>B</answer>
108,8,3.2463,-0.7048,A,B,False,<answer>B</answer>
7,41,-1.9438,0.1034,B,B,True,<answer>B</answer>
148,18,2.9682,-0.1343,A,B,False,<answer>B</answer>
18,36,-0.1343,2.8359,B,B,True,<answer>B</answer>
114,37,3.209,0.1476,A,B,False,<answer>B</answer>
51,63,-0.4471,2.9096,B,A,False,<answer>A</answer>
104,140,3.3342,0.5753,A,B,False,<answer>B</answer>
18,50,-0.1343,3.1685,B,B,True,<answer>B</answer>
98,141,2.2649,-2.7388,A,A,True,<answer>A</answer>
23,50,1.0795,3.1685,B,B,True,<answer>B</answer>
72,43,3.4274,0.3014,A,B,False,<answer>B</answer>
17,53,0.6878,3.6316,B,B,True,<answer>B</answer>
149,7,2.3946,-1.9438,A,A,True,<answer>A</answer>
20,72,-0.7028,3.4274,B,B,True,<answer>B</answer>
129,79,3.4788,0.3077,A,B,False,<answer>B</answer>
141,40,-2.7388,1.4805,B,B,True,<answer>B</answer>
36,57,2.8359,-0.3931,A,B,False,<answer>B</answer>
85,35,0.2626,3.4691,B,B,True,<answer>B</answer>
50,55,3.1685,0.4726,A,B,False,<answer>B</answer>
44,83,-0.8796,2.4687,B,B,True,<answer>B</answer>
104,131,3.3342,0.7387,A,B,False,<answer>B</answer>
124,23,-2.0039,1.0795,B,B,True,<answer>B</answer>
69,18,3.2246,-0.1343,A,B,False,<answer>B</answer>
64,117,-0.0642,3.2127,B,B,True,<answer>B</answer>
119,20,2.7341,-0.7028,A,B,False,<answer>B</answer>
30,35,1.0531,3.4691,B,B,True,<answer>B</answer>
61,57,1.8912,-0.3931,A,B,False,<answer>B</answer>
74,117,-0.6075,3.2127,B,B,True,<answer>B</answer>
122,8,2.548,-0.7048,A,B,False,<answer>B</answer>
64,56,-0.0642,2.4623,B,B,True,<answer>B</answer>
135,7,1.9265,-1.9438,A,A,True,<answer>A</answer>
41,36,0.1034,2.8359,B,A,False,<answer>A</answer>
149,146,2.3946,0.205,A,B,False,<answer>B</answer>
5,119,-2.0346,2.7341,B,B,True,<answer>B</answer>
96,43,2.3047,0.3014,A,B,False,<answer>B</answer>
17,72,0.6878,3.4274,B,B,True,<answer>B</answer>
109,52,2.0948,0.0932,A,B,False,<answer>B</answer>
124,111,-2.0039,2.7169,B,B,True,<answer>B</answer>
87,51,2.4532,-0.4471,A,B,False,<answer>B</answer>
102,108,1.161,3.2463,B,B,True,<answer>B</answer>
99,58,1.9455,-1.2742,A,B,False,<answer>B</answer>
123,107,-0.2732,2.5622,B,B,True,<answer>B</answer>
47,67,2.9259,-0.05,A,B,False,<answer>B</answer>
101,122,-0.2429,2.548,B,B,True,<answer>B</answer>
72,102,3.4274,1.161,A,B,False,<answer>B</answer>
33,28,-0.1921,2.1759,B,B,True,<answer>B</answer>
53,113,3.6316,1.4335,A,B,False,<answer>B</answer>
141,45,-2.7388,1.5528,B,B,True,<answer>B</answer>
26,79,2.5194,0.3077,A,B,False,<answer>B</answer>
20,97,-0.7028,2.8789,B,B,True,<answer>B</answer>
140,5,0.5753,-2.0346,A,B,False,<answer>B</answer>
33,125,-0.1921,2.8201,B,B,True,<answer>B</answer>
127,44,3.1325,-0.8796,A,A,True,<answer>A</answer>
13,89,-0.6712,3.561,B,B,True,<answer>B</answer>
70,5,1.6775,-2.0346,A,B,False,<answer>B</answer>
44,53,-0.8796,3.6316,B,B,True,<answer>B</answer>
105,102,3.6604,1.161,A,B,False,<answer>B</answer>
7,65,-1.9438,2.5719,B,B,True,<answer>B</answer>
115,58,1.6301,-1.2742,A,A,True,<answer>A</answer>
18,61,-0.1343,1.8912,B,B,True,<answer>B</answer>
60,15,1.0683,-1.4361,A,B,False,<answer>B</answer>
5,120,-2.0346,1.6324,B,B,True,<answer>B</answer>
96,67,2.3047,-0.05,A,B,False,<answer>B</answer>
51,83,-0.4471,2.4687,B,B,True,<answer>B</answer>
135,44,1.9265,-0.8796,A,B,False,<answer>B</answer>
101,128,-0.2429,2.568,B,B,True,<answer>B</answer>
50,123,3.1685,-0.2732,A,B,False,<answer>B</answer>
52,80,0.0932,2.2369,B,B,True,<answer>B</answer>
125,74,2.8201,-0.6075,A,B,False,<answer>B</answer>
18,91,-0.1343,1.9526,B,B,True,<answer>B</answer>
53,124,3.6316,-2.0039,A,B,False,<answer>B</answer>
22,105,1.2674,3.6604,B,B,True,<answer>B</answer>
50,16,3.1685,-1.554,A,A,True,<answer>A</answer>
5,96,-2.0346,2.3047,B,B,True,<answer>B</answer>
69,123,3.2246,-0.2732,A,B,False,<answer>B</answer>
44,95,-0.8796,1.2064,B,B,True,<answer>B</answer>
143,79,2.7529,0.3077,A,B,False,<answer>B</answer>
123,104,-0.2732,3.3342,B,B,True,<answer>B</answer>
122,124,2.548,-2.0039,A,B,False,<answer>B</answer>
8,105,-0.7048,3.6604,B,B,True,<answer>B</answer>
54,131,2.8787,0.7387,A,B,False,<answer>B</answer>
51,35,-0.4471,3.4691,B,B,True,<answer>B</answer>
97,15,2.8789,-1.4361,A,B,False,<answer>B</answer>
75,93,-0.8116,2.7578,B,B,True,<answer>B</answer>
41,141,0.1034,-2.7388,A,A,True,<answer>A</answer>
136,143,0.4763,2.7529,B,B,True,<answer>B</answer>
68,146,3.2979,0.205,A,B,False,<answer>B</answer>
140,106,0.5753,3.2891,B,B,True,<answer>B</answer>
32,136,3.4268,0.4763,A,B,False,<answer>B</answer>
67,119,-0.05,2.7341,B,B,True,<answer>B</answer>
126,123,3.107,-0.2732,A,B,False,<answer>B</answer>
52,63,0.0932,2.9096,B,B,True,<answer>B</answer>
26,20,2.5194,-0.7028,A,B,False,<answer>B</answer>
7,100,-1.9438,1.0409,B,B,True,<answer>B</answer>
106,79,3.2891,0.3077,A,B,False,<answer>B</answer>
64,111,-0.0642,2.7169,B,B,True,<answer>B</answer>
89,75,3.561,-0.8116,A,B,False,<answer>B</answer>
24,88,-0.9482,2.2936,B,B,True,<answer>B</answer>
105,57,3.6604,-0.3931,A,B,False,<answer>B</answer>
13,105,-0.6712,3.6604,B,B,True,<answer>B</answer>
68,43,3.2979,0.3014,A,B,False,<answer>B</answer>
16,125,-1.554,2.8201,B,B,True,<answer>B</answer>
52,141,0.0932,-2.7388,A,A,True,<answer>A</answer>
103,106,0.8182,3.2891,B,B,True,<answer>B</answer>
76,34,2.9148,0.7403,A,B,False,<answer>B</answer>
15,100,-1.4361,1.0409,B,B,True,<answer>B</answer>
27,85,2.9338,0.2626,A,A,True,<answer>A</answer>
7,106,-1.9438,3.2891,B,B,True,<answer>B</answer>
56,41,2.4623,0.1034,A,B,False,<answer>B</answer>
18,134,-0.1343,3.1538,B,B,True,<answer>B</answer>
26,85,2.5194,0.2626,A,B,False,<answer>B</answer>
15,68,-1.4361,3.2979,B,B,True,<answer>B</answer>
54,13,2.8787,-0.6712,A,B,False,<answer>B</answer>
64,122,-0.0642,2.548,B,B,True,<answer>B</answer>
63,85,2.9096,0.2626,A,A,True,<answer>A</answer>
124,96,-2.0039,2.3047,B,B,True,<answer>B</answer>
68,51,3.2979,-0.4471,A,B,False,<answer>B</answer>
67,62,-0.05,3.1837,B,B,True,<answer>B</answer>
53,131,3.6316,0.7387,A,B,False,<answer>B</answer>
64,88,-0.0642,2.2936,B,B,True,<answer>B</answer>
87,79,2.4532,0.3077,A,B,False,<answer>B</answer>
141,57,-2.7388,-0.3931,B,B,True,<answer>B</answer>
131,16,0.7387,-1.554,A,B,False,<answer>B</answer>
8,36,-0.7048,2.8359,B,A,False,<answer>A</answer>
20,141,-0.7028,-2.7388,A,B,False,<answer>B</answer>
15,27,-1.4361,2.9338,B,B,True,<answer>B</answer>
21,20,3.0111,-0.7028,A,B,False,<answer>B</answer>
34,134,0.7403,3.1538,B,B,True,<answer>B</answer>
77,44,1.5608,-0.8796,A,B,False,<answer>B</answer>
5,129,-2.0346,3.4788,B,B,True,<answer>B</answer>
107,16,2.5622,-1.554,A,B,False,<answer>B</answer>
37,110,0.1476,2.7549,B,B,True,<answer>B</answer>
63,103,2.9096,0.8182,A,B,False,<answer>B</answer>
101,132,-0.2429,3.2287,B,B,True,<answer>B</answer>
139,58,1.601,-1.2742,A,B,False,<answer>B</answer>
52,78,0.0932,2.2525,B,A,False,<answer>A</answer>
72,146,3.4274,0.205,A,B,False,<answer>B</answer>
5,118,-2.0346,1.9724,B,B,True,<answer>B</answer>
91,124,1.9526,-2.0039,A,B,False,<answer>B</answer>
123,21,-0.2732,3.0111,B,B,True,<answer>B</answer>
145,20,2.4688,-0.7028,A,B,False,<answer>B</answer>
64,26,-0.0642,2.5194,B,B,True,<answer>B</answer>
48,85,2.7303,0.2626,A,A,True,<answer>A</answer>
55,63,0.4726,2.9096,B,B,True,<answer>B</answer>
122,79,2.548,0.3077,A,B,False,<answer>B</answer>
15,84,-1.4361,2.0817,B,B,True,<answer>B</answer>
96,85,2.3047,0.2626,A,A,True,<answer>A</answer>
75,92,-0.8116,1.9789,B,B,True,<answer>B</answer>
129,15,3.4788,-1.4361,A,B,False,<answer>B</answer>
51,142,-0.4471,2.0449,B,B,True,<answer>B</answer>
47,85,2.9259,0.2626,A,B,False,<answer>B</answer>
124,22,-2.0039,1.2674,B,B,True,<answer>B</answer>
62,101,3.1837,-0.2429,A,B,False,<answer>B</answer>
8,120,-0.7048,1.6324,B,B,True,<answer>B</answer>
36,103,2.8359,0.8182,A,B,False,<answer>B</answer>
140,126,0.5753,3.107,B,B,True,<answer>B</answer>
50,20,3.1685,-0.7028,A,B,False,<answer>B</answer>
136,89,0.4763,3.561,B,B,True,<answer>B</answer>
114,85,3.209,0.2626,A,A,True,<answer>A</answer>
15,105,-1.4361,3.6604,B,B,True,<answer>B</answer>
129,19,3.4788,0.7849,A,B,False,<answer>B</answer>
124,37,-2.0039,0.1476,B,B,True,<answer>B</answer>
