id_a,id_b,text_a,text_b,rating_a,rating_b,expected
126,44,"A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. """"Look at their reserve, their calm,"""" muses the Brit. """"They must be British."""" """"Nonsense,"""" the Frenchman disagrees. """"They're naked, and so beautiful. Clearly, they are French."""" """"No way! They have no clothes and no shelter,"""" the Russian points out, """"They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.","A horse walks into a bar. Bartender says: """"So, why the long face?",3.107,-0.8796,A
7,30,How many feminists does it take to screw in a light bulb? That's not funny.,Q: What's the difference between a Lawyer and a Plumber?  A: A Plumber works to unclog the system.,-1.9438,1.0531,B
125,75,"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. """"These, senor,"""" replied the waiter in broken English, """"are the testicles of the bull killed in the ring today."""" The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, """"These testicles...are much smaller than the ones I had last night."""" """"Yes, senor,"""" replied the waiter, """"You see...the bull, he does not always lose.",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,2.8201,-0.8116,A
100,108,Q: Whats the difference between greeting a Queen and greeting the President of the United  States?  A: You only have to get on one knee to greet the queen.,"A man approached a very beautiful woman in a large supermarket and asked, """"You know, I've lost my wife here in the supermarket. Can you talk to me for a couple of minutes?"""" """"Why?"""" """"Because every time I talk to a beautiful woman my wife appears out of nowhere.",1.0409,3.2463,B
134,43,"An artist asked the gallery owner if there had been any interest in his paintings currently on display. """"I've got good news and bad news,"""" the owner replied. """"The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings."""" """"That's wonderful!"""" the artist exclaimed. """"What's the bad news?"""" With concern, the gallery owner replied: """"The guy was your doctor.","Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers.   Stallone says """"I want to be Mozart.""""  Swartzeneger says: """"In that case...  I'll be Bach.",3.1538,0.3014,A
57,47,Why are there so many Jones's in the phone book? Because they all have phones.,"There was an engineer who had an exceptional gift for fixing all  things mechanical.  After serving his company loyally for over 30  years, he happily retired.  Several years later the company contacted  him regarding a seemingly impossible problem they were having with  one of their multi-million dollar machines. They had tried everything and  everyone else to get the machine fixed, but to no avail.  In  desperation, they called on the retired engineer who had solved so  many of their problems in the past. The engineer reluctantly took the challenge.  He spent a day studying  the huge machine.  At the end of the day, he marked a small """"x"""" in  chalk on a particular component of the machine and proudly stated,  """"This is where your problem is"""". The part was replaced and the machine worked perfectly again. The  company received a bill for $50,000 from the engineer for his  service.They demanded an itemized accounting of his charges. The  engineer responded briefly: One chalk mark                       $1  Knowing where to put it            $49,999 It was paid in full and the engineer retired again in peace.",-0.3931,2.9259,B
117,58,"A man joins a big corporate empire as a trainee. On his very first day of work, he dials the pantry and shouts into the phone: """"Get me a coffee, quickly!"""" The voice from the other side responds, """"You fool, you've dialed the wrong extension! Do you know who you're talking to, dumbo?"""" """"No,"""" replied the trainee.""""It's the CEO of the company, you fool!"""" The trainee shouts back, """"And do YOU know who YOU are talking to, you fool?!"""" """"No."""" replied the CEO indignantly. """"Good!"""" replied the trainee, and puts down the phone.","How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.",3.2127,-1.2742,A
141,25,Jack Bauer can get McDonald's breakfast after 10:30.,"Two kindergarten girls were talking outside: one said, """"You won't believe what I saw on the patio yesterday--a condom!""""  The second girl asked, """"What's a patio?",-2.7388,1.1958,B
86,75,"A neutron walks into a bar and orders a drink. """"How much do I owe you?"""" the neutron asks.  The bartender replies, """"for you, no charge.",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,1.4858,-0.8116,A
74,61,"Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.","During a recent publicity outing, Hillary sneaked off to visit a fortune teller of some local repute.  In a dark and hazy room, peering into a crystal ball, the mystic delivered grave news. """"There's no easy way to say this, so I'll just be blunt: Prepare yourself to be a widow.  Your husband will die a violent and horrible death this year."""" Visibly shaken, Hillary stared at the woman's lined face, then at  the single flickering candle, then down at her hands.  She took a few  deep breaths to compose herself.  She simply had to know.  She met the fortune teller's gaze, steadied her voice, and asked her question. """"Will I be acquitted?",-0.6075,1.8912,B
132,8,"Mickey Mouse is having a nasty divorce with Minnie Mouse. Mickey spoke to the judge about the separation.""""I'm sorry Mickey, but I can't legally separate you two on the grounds that Minnie is mentally insane..."""" Mickey replied, """"I didn't say she was mentally insane, I said that she's fucking Goofy!",Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,3.2287,-0.7048,A
146,89,America: 8:00 - Welcome to work! 12:00 - Lunch break 17:00 - The work day is over Japan: 8:00 - Are you already at work? 12:00 - Continue your work 17:00 - The work day is over 20:00 - Please finish your work Romania: 8:00 - Has anyone come to work? 12:00 - Did someone start working? 16:00 - Is anyone at work?,"A radio conversation of a US naval  ship with Canadian authorities ...   Americans: Please divert your course 15 degrees to the North to avoid a collision.  Canadians: Recommend you divert YOUR course 15 degrees to the South to  avoid a collision.  Americans: This is the Captain of a US Navy ship.  I say again, divert  YOUR course.  Canadians: No.  I say again, you divert YOUR course.  Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.  Canadians: This is a lighthouse.  Your call.",0.205,3.561,B
63,75,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.",Q: Do you know the difference between an intelligent male and the Sasquatch?  A: There have been actual reported sightings of the Sasquatch.,2.9096,-0.8116,A
33,117,"What do you call an American in the finals of the world cup?  """"Hey Beer Man!","A man joins a big corporate empire as a trainee. On his very first day of work, he dials the pantry and shouts into the phone: """"Get me a coffee, quickly!"""" The voice from the other side responds, """"You fool, you've dialed the wrong extension! Do you know who you're talking to, dumbo?"""" """"No,"""" replied the trainee.""""It's the CEO of the company, you fool!"""" The trainee shouts back, """"And do YOU know who YOU are talking to, you fool?!"""" """"No."""" replied the CEO indignantly. """"Good!"""" replied the trainee, and puts down the phone.",-0.1921,3.2127,B
140,15,Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,0.5753,-1.4361,A
13,93,"They asked the Japanese visitor if they have elections in his country.   """"Every Morning"""" he answers.","Reaching the end of a job interview, the human resources person asked a young engineer fresh out of Stanford,  """"And what starting salary were you looking for?""""  The engineer said, """"In the neighborhood of $125,000 a year, depending on the benefits package.""""  The interviewer said, """"Well, what would you say to a package of 5-weeks  vacation, 14 paid holidays, full medical and dental, company matching  retirement fund to 50% of salary, and a company car leased every 2 years -  say, a red Corvette?""""  The Engineer sat up straight and said, """"Wow! Are you kidding?""""  And the interviewer replied, """"Yeah, but you started it.",-0.6712,2.7578,B
43,5,"Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives of the great composers.   Stallone says """"I want to be Mozart.""""  Swartzeneger says: """"In that case...  I'll be Bach.","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",0.3014,-2.0346,A
146,26,America: 8:00 - Welcome to work! 12:00 - Lunch break 17:00 - The work day is over Japan: 8:00 - Are you already at work? 12:00 - Continue your work 17:00 - The work day is over 20:00 - Please finish your work Romania: 8:00 - Has anyone come to work? 12:00 - Did someone start working? 16:00 - Is anyone at work?,"A guy walks into a bar and sits down next to an extremely gorgeous  woman.  The first thing he notices about her though, are her pants.   They were skin-tight, high-waisted and had no obvious mechanism  (zipper, buttons or velcro) for opening them.  After several minutes of puzzling over how she got the pants up over  her hips, he finally worked up the nerve to ask her.  """"Excuse me miss,  but how do you get into your pants?""""  """"Well,"""" she replied, """"you can start by buying me a drink.",0.205,2.5194,B
128,41,"An American, a Scot and a Canadian were in a terrible car accident. They were all brought to the same emergency room, but all three of them died before they arrived. Just as they were about to put the toe tag on the American, he stirred and opened his eyes. Astonished, the doctors and nurses present asked him what happened.""""Well,"""" said the American, """"I remember the crash, and then there was a beautiful light, and then the Canadian and the Scot and I were standing at the gates of heaven. St. Peter approached us and said that we were all to young to die, and that for a donation of $50, we could return to earth. So of course I pulled out my wallet and gave him the $50, and the next thing I knew I was back here."""" """"That's amazing!"""" said the one of the doctors, """"But what happened to the other two?"""" """"Last I saw them,"""" replied the American, """"the Scot was haggling over the price and the Canadian was waiting for the government to pay his.","What does an atheist say during an orgasm? """"Oh Darwin! Oh Darwin!...",2.568,0.1034,A
58,92,"How many teddybears does it take to change a lightbulb?  It takes only one teddybear, but it takes a whole lot of lightbulbs.","Early one morning a mother went to her sleeping son and woke him up.  """"Wake up, son.  It's time to go to school.""""  """"But why, Mama?  I don't want to go to school.""""  """"Give me two reasons why you don't want to go to school.""""  """"One, all the children hate me. Two, all the teachers hate me,""""  """"Oh! that's no reason. Come on, you have to go to school,""""   """"Give me two good reasons WHY I should go to school?""""    """"One, you are fifty-two years old. Two, you are the principal of the  school.",-1.2742,1.9789,B
63,5,"An engineer, a physicist and a mathematician are sleeping in a room. There is a fire in the room. The engineer wakes up, sees the fire, picks up the bucket of water and douses the fire and goes back to sleep.   Again there is fire in the room. This time, the physicist wakes up, notices the bucket, fills it with water, calculates the optimal trajectory and douses the fire in minimum amount of water and goes back to sleep.   Again there is fire. This time the mathematician wakes up.  He looks at the fire, looks at the bucket and the water and exclaims, """"A solution exists"""" and goes back to sleep.","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",2.9096,-2.0346,A
7,103,How many feminists does it take to screw in a light bulb? That's not funny.,"Nurse: Doctor, Doctor, there's an invisible man in the waiting room! Doctor: Well, go in there and tell him that I can't see him!",-1.9438,0.8182,B
21,74,"What's the difference between a used tire and 365 used condoms?  One's a Goodyear, the other's a great year.","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",3.0111,-0.6075,A
44,49,"A horse walks into a bar. Bartender says: """"So, why the long face?","Three engineering students were gathered together discussing the possible designers of the human body.   One said, """"It was a mechanical engineer. Just look at all the joints.""""   Another said, """"No, it was an electrical engineer.  The nervous systems many thousands of electrical connections.""""   The last said, """"Actually it was a civil engineer. Who else would run a toxic waste pipeline through a recreational area?",-0.8796,3.0086,B
49,131,"Three engineering students were gathered together discussing the possible designers of the human body.   One said, """"It was a mechanical engineer. Just look at all the joints.""""   Another said, """"No, it was an electrical engineer.  The nervous systems many thousands of electrical connections.""""   The last said, """"Actually it was a civil engineer. Who else would run a toxic waste pipeline through a recreational area?","A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.",3.0086,0.7387,A
8,144,Q. Did you hear about the dyslexic devil worshiper?   A. He sold his soul to Santa.,"A man is driving in the country one evening when his car stalls and won't start. He goes up to a nearby farm house for help, and because it is suppertime he is asked to stay for supper. When he sits down at the table he notices that a pig is sitting at the table with them for supper and that the pig has a wooden leg. As they are eating and chatting, he eventually asks the farmer why the pig is there and why it has a wooden leg. """"Oh,"""" says the farmer, """"that is a very special pig. Last month my wife and daughter were in the barn when it caught fire. The pig saw this, ran to the barn, tipped over a pail of water, crawled over the wet floor to reach them and pulled them out of the barn safely. A special pig like that, you just don't eat it all at once!",-0.7048,1.8201,B
106,5,"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, """"Ah, you're an engineer--you're in the wrong place."""" So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, they've got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, """"So, how's it going down there in hell?"""" Satan replies, """"Hey, things are going great. We've got air conditioning, flush toilets and escalators, and there's no telling what this engineer is going to come up with next."""" God replies, """"What?? You've got an engineer? That's a mistake--he should never have gotten down there; send him up here."""" Satan says, """"No way."""" I like having an engineer on the staff, and I'm keeping him."""" God says, """"Send him back up here or I'll sue."""" Satan laughs uproariously and answers, """"Yeah, right. And just where are YOU going to get a lawyer?","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",3.2891,-2.0346,A
101,92,Did you hear about the Buddhist who refused Novocaine during a root canal? He wanted to transcend dental medication.,"Early one morning a mother went to her sleeping son and woke him up.  """"Wake up, son.  It's time to go to school.""""  """"But why, Mama?  I don't want to go to school.""""  """"Give me two reasons why you don't want to go to school.""""  """"One, all the children hate me. Two, all the teachers hate me,""""  """"Oh! that's no reason. Come on, you have to go to school,""""   """"Give me two good reasons WHY I should go to school?""""    """"One, you are fifty-two years old. Two, you are the principal of the  school.",-0.2429,1.9789,B
31,101,"President Clinton looks up from his desk in the Oval Office to see  one of his aides nervously approach him.   """"What is it?"""" exclaims the President.  """"It's this Abortion Bill Mr. President, what do you want to do  about it?"""" the aide replies.  """"Just go ahead and pay it."""" responds the President.",Did you hear about the Buddhist who refused Novocaine during a root canal? He wanted to transcend dental medication.,2.3726,-0.2429,A
18,48,"A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?","The graduate with a Science degree asks, """"Why does it work?"""" The graduate with an Engineering degree asks, """"How does it work?"""" The graduate with an Accounting degree Asks, """"How much will it cost?""""  The graduate with a  Liberal Arts degree asks, """"Do you want fries  with  that?",-0.1343,2.7303,B
93,140,"Reaching the end of a job interview, the human resources person asked a young engineer fresh out of Stanford,  """"And what starting salary were you looking for?""""  The engineer said, """"In the neighborhood of $125,000 a year, depending on the benefits package.""""  The interviewer said, """"Well, what would you say to a package of 5-weeks  vacation, 14 paid holidays, full medical and dental, company matching  retirement fund to 50% of salary, and a company car leased every 2 years -  say, a red Corvette?""""  The Engineer sat up straight and said, """"Wow! Are you kidding?""""  And the interviewer replied, """"Yeah, but you started it.",Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,2.7578,0.5753,A
15,98,Q:  What did the blind person say when given some matzah?  A:  Who the hell wrote this?,"Age and Womanhood  1. Between the ages of 13 and 18 ...     She is like Africa, virgin and unexplored.  2. Between the ages of 19 and 35 ...     She is like Asia, hot and exotic.  3. Between the ages of 36 and 45 ...     She is like America, fully explored, breathtakingly beautiful,and free with her resources.  4. Between the ages of 46 and 56 ...     She is like Europe, exhausted but still has points of interest.  5. After 56 she is like Australia ...     Everybody knows it's down there, but who gives a damn?",-1.4361,2.2649,B
36,24,"A guy walks into a bar, orders a beer and says to the bartender, """"Hey, I got this great Polish Joke...""""   The barkeep glares at him and says in a warning tone of voice: """"Before you go telling that joke you better know that I'm Polish, both bouncers are Polish and so are most of my customers""""  """"Okay"""" says the customer,""""I'll tell it very slowly.",What do you get when you run over a parakeet with a lawnmower?  Shredded tweet.,2.8359,-0.9482,A
74,88,"Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.","A Czechoslovakian man felt his eyesight was growing steadily worse, and  felt it was time to go see an optometrist.   The doctor started with some simple testing, and showed him a standard eye  chart with letters of diminishing size: CRKBNWXSKZY. . .   """"Can you read this?"""" the doctor asked.   """"Read it?"""" the Czech answered. """"Doc, I know him!",-0.6075,2.2936,B
144,20,"A man is driving in the country one evening when his car stalls and won't start. He goes up to a nearby farm house for help, and because it is suppertime he is asked to stay for supper. When he sits down at the table he notices that a pig is sitting at the table with them for supper and that the pig has a wooden leg. As they are eating and chatting, he eventually asks the farmer why the pig is there and why it has a wooden leg. """"Oh,"""" says the farmer, """"that is a very special pig. Last month my wife and daughter were in the barn when it caught fire. The pig saw this, ran to the barn, tipped over a pail of water, crawled over the wet floor to reach them and pulled them out of the barn safely. A special pig like that, you just don't eat it all at once!",What's the difference between a MacIntosh and an Etch-A-Sketch?   You don't have to shake the Mac to clear the screen.,1.8201,-0.7028,A
79,66,"Q: Ever wonder why the IRS calls it Form 1040?  A: Because for every $50 that you earn, you get 10 and they get 40.","A lawyer opened the door of his BMW, when suddenly a car came along and hit the door, ripping it off completely.  When the police arrived at the scene, the lawyer was complaining bitterly about the damage to his precious BMW.   """"Officer, look what they've done to my Beeeeemer!!!"""", he whined.   """"You lawyers are so materialistic, you make me sick!!!""""  retorted the officer.  """"You're so worried about your stupid BMW, that you didn't even notice that your left arm was ripped off!!!""""   """"Oh my gaaaad..."""", replied the lawyer, finally noticing the bloody left shoulder where his arm once was.  """"Where's my Rolex???!!!!",0.3077,2.8104,B
132,71,"Mickey Mouse is having a nasty divorce with Minnie Mouse. Mickey spoke to the judge about the separation.""""I'm sorry Mickey, but I can't legally separate you two on the grounds that Minnie is mentally insane..."""" Mickey replied, """"I didn't say she was mentally insane, I said that she's fucking Goofy!","At a recent Sacramento PC Users Group meeting, a company was demonstrating its latest speech- recognition software.   A representative from the company was just about ready to start the demonstration and asked everyone in the room to quiet down.  Just then someone in the back of the room yelled, """"Format C: Return.""""  Someone else chimed in: """"Yes, Return""""  Unfortunately, the software worked.",3.2287,1.0666,A
141,119,Jack Bauer can get McDonald's breakfast after 10:30.,"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, """"...and so the pig went up to the man with the wheelbarrow full of straw and said, 'Pardon me sir, but may I have some of that straw to build my house?'"""" The teacher paused then asked the class, """"And what do you think that man said?"""" One little boy raised his hand and said, """"I know...he said, 'Holy Shit! A talking pig!'",-2.7388,2.7341,B
110,34,"One day, a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over, the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying: """"A dollar per point."""" The next class the professor handed the tests back out. This student got back his test...and $64 change!","Out in the backwoods of some midwestern state, little Johnny arrives at school an hour late.  Teacher: """"Why are you so late, John?"""" Johny : """"My big brother got shot in the ass."""" (the teacher corrects his speech) Teacher: """"Rectum."""" Johnny : """"Wrecked him!? Hell, It damn near killed him!",2.7549,0.7403,A
5,21,"Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.","What's the difference between a used tire and 365 used condoms?  One's a Goodyear, the other's a great year.",-2.0346,3.0111,B
148,140,"Recently a teacher, a garbage collector, and a lawyer wound up together at the Pearly Gates. St. Peter informed them that in order to get into Heaven, they would each have to answer one question. St. Peter addressed the teacher and asked, """"What was the name of the ship that crashed into the iceberg? They just made a movie about it."""" The teacher answered quickly, """"That would be the Titanic."""" St. Peter let him through the gate. St. Peter turned to the garbage man and, figuring Heaven didn't really need all the odors that this guy would bring with him, decided to make the question a little harder: """"How many people died on the ship?"""" Fortunately for him, the trash man had just seen the movie. """"1,228,"""" he answered. """"That's right! You may enter."""" St. Peter turned to the lawyer: """"Name them.",Chuck Norris' calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,2.9682,0.5753,A
124,102,"Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!","A man escaped jail by digging a hole from his jail cell to the outside world. When finally his work was done, he emerged in the middle of a preschool playground. """"I'm free, I'm free!"""" he shouted. """"So what?"""" said a little girl.""""I'm four.",-2.0039,1.161,B
118,124,"A man goes into a drug store and asks the pharmacist if he can give him something for the hiccups. The pharmacist promptly reaches out and slaps the man's face. """"What the heck did you do that for?!"""" the man screams. """"Well, you don't have the hiccups anymore, do you?"""" The man says, """"No I don't, you IDIOT...but my wife out in the car still does!","Person 1: Hey, wanna hear a great knock-knock joke? Person 2: Sure, What is it? Person 1: Okay, you start. Person 2: Knock-knock. Person 1: Who's there? Person 2: … Person 1: Hah!",1.9724,-2.0039,A
19,126,"Q: If a person who speaks three languages is called """"tri-lingual,"""" and a person who speaks two languages is called """"bi-lingual,"""" what do call a person who only speaks one language?  A: American!","A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. """"Look at their reserve, their calm,"""" muses the Brit. """"They must be British."""" """"Nonsense,"""" the Frenchman disagrees. """"They're naked, and so beautiful. Clearly, they are French."""" """"No way! They have no clothes and no shelter,"""" the Russian points out, """"They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.",0.7849,3.107,B
37,5,"A Jewish young man was seeing a psychiatrist for an eating and sleeping disorder.   """"I am so obsessed with my mother... As soon as I go to sleep, I start dreaming, and everyone in my dream turns into my mother. I wake up in such a state, all I can do is go downstairs and eat a piece of toast.""""  The psychiatrist replies:  """"What, just one piece of toast, for a big boy like you?","Q.	What's O. J. Simpson's Internet address?  A.	Slash, slash, backslash, slash, slash, escape.",0.1476,-2.0346,A
131,110,"A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist. He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face. He looked up with an expression of delight and said, """"I think your problem is low self-esteem. It is very common among losers.","One day, a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over, the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying: """"A dollar per point."""" The next class the professor handed the tests back out. This student got back his test...and $64 change!",0.7387,2.7549,B
132,74,"Mickey Mouse is having a nasty divorce with Minnie Mouse. Mickey spoke to the judge about the separation.""""I'm sorry Mickey, but I can't legally separate you two on the grounds that Minnie is mentally insane..."""" Mickey replied, """"I didn't say she was mentally insane, I said that she's fucking Goofy!","Q: How many stalkers does it take to change a light bulb?  A: Two. One to replace the bulb, and the other to watch it day and night.",3.2287,-0.6075,A
